,from,from_rounded,from_location,to_haven,trip_ID,vessel_mmsi,geometry
378,2022-06-04 05:11:59+00:00,2022-06-04 05:00:00+00:00,"[4.16442, 51.94641]",7PET,205,372961000,POINT (4.16442 51.94641)
381,2022-06-04 06:38:20+00:00,2022-06-04 07:00:00+00:00,"[4.40158, 51.89772]",WAAL,207,636017070,POINT (4.40158 51.89772)
382,2022-06-04 06:38:21+00:00,2022-06-04 07:00:00+00:00,"[4.40158, 51.89772]",WAAL,207,636017070,POINT (4.40158 51.89772)
383,2022-06-04 07:13:53+00:00,2022-06-04 07:00:00+00:00,"[4.30728, 51.89369]",1PET,208,636016363,POINT (4.30728 51.89369)
384,2022-06-04 06:53:19+00:00,2022-06-04 07:00:00+00:00,"[4.29244, 51.8971]",STLAU,209,248476000,POINT (4.29244 51.8971)
385,2022-06-04 06:53:26+00:00,2022-06-04 07:00:00+00:00,"[4.29244, 51.8971]",STLAU,209,248476000,POINT (4.29244 51.8971)
390,2022-06-04 07:59:18+00:00,2022-06-04 08:00:00+00:00,"[4.28303, 51.89902]",CHEM,212,257401000,POINT (4.28303 51.89902)
391,2022-06-04 07:59:20+00:00,2022-06-04 08:00:00+00:00,"[4.28303, 51.89902]",CHEM,212,257401000,POINT (4.28303 51.89902)
392,2022-06-04 08:39:55+00:00,2022-06-04 09:00:00+00:00,"[4.16175, 51.94794]",CKVTTI,213,311027400,POINT (4.16175 51.94794)
393,2022-06-04 08:34:41+00:00,2022-06-04 09:00:00+00:00,"[4.14734, 51.95484]",CKVTTI,213,311027400,POINT (4.14734 51.95484)
394,2022-06-04 07:23:58+00:00,2022-06-04 07:00:00+00:00,"[4.07266, 51.98089]",AMALIA,214,374241000,POINT (4.07266 51.98089)
395,2022-06-04 07:23:59+00:00,2022-06-04 07:00:00+00:00,"[4.07266, 51.98089]",AMALIA,214,374241000,POINT (4.07266 51.98089)
396,2022-06-04 08:54:57+00:00,2022-06-04 09:00:00+00:00,"[4.14387, 51.95593]",BRITH,215,248064000,POINT (4.14387 51.95593)
405,2022-06-04 11:01:55+00:00,2022-06-04 11:00:00+00:00,"[4.2859, 51.88484]",BOTL,220,246823000,POINT (4.2859 51.88484)
408,2022-06-04 10:50:49+00:00,2022-06-04 11:00:00+00:00,"[4.07591, 51.97868]",AMAZ,223,255806009,POINT (4.07591 51.97868)
409,2022-06-04 10:51:37+00:00,2022-06-04 11:00:00+00:00,"[4.05945, 51.94765]",AMAZ,223,255806009,POINT (4.05945 51.94765)
412,2022-06-04 11:42:20+00:00,2022-06-04 12:00:00+00:00,"[4.09252, 51.96949]",CKVTTI,225,205772000,POINT (4.09252 51.96949)
413,2022-06-04 11:11:39+00:00,2022-06-04 11:00:00+00:00,"[4.03595, 51.96297]",CKVTTI,225,205772000,POINT (4.03595 51.96297)
418,2022-06-04 13:48:44+00:00,2022-06-04 14:00:00+00:00,"[4.34231, 51.89438]",1PET,228,258749000,POINT (4.34231 51.89438)
419,2022-06-04 13:23:37+00:00,2022-06-04 13:00:00+00:00,"[4.30045, 51.89565]",1PET,228,258749000,POINT (4.30045 51.89565)
422,2022-06-04 13:33:53+00:00,2022-06-04 14:00:00+00:00,"[4.06204, 51.98475]",MISS,230,538009158,POINT (4.06204 51.98475)
423,2022-06-04 13:33:55+00:00,2022-06-04 14:00:00+00:00,"[4.06204, 51.98475]",MISS,230,538009158,POINT (4.06204 51.98475)
424,2022-06-04 13:33:50+00:00,2022-06-04 14:00:00+00:00,"[4.06204, 51.98475]",MISS,230,538009158,POINT (4.06204 51.98475)
425,2022-06-04 13:43:56+00:00,2022-06-04 14:00:00+00:00,"[4.06673, 51.98218]",BENE,231,636019387,POINT (4.06673 51.98218)
426,2022-06-04 13:43:50+00:00,2022-06-04 14:00:00+00:00,"[4.06673, 51.98218]",BENE,231,636019387,POINT (4.06673 51.98218)
429,2022-06-04 15:24:48+00:00,2022-06-04 15:00:00+00:00,"[4.33226, 51.89375]",2PET,233,256391000,POINT (4.33226 51.89375)
430,2022-06-04 15:14:51+00:00,2022-06-04 15:00:00+00:00,"[4.30481, 51.89446]",2PET,233,256391000,POINT (4.30481 51.89446)
431,2022-06-04 15:19:56+00:00,2022-06-04 15:00:00+00:00,"[4.28451, 51.89901]",2WH,234,477144300,POINT (4.28451 51.89901)
432,2022-06-04 15:19:55+00:00,2022-06-04 15:00:00+00:00,"[4.28451, 51.89901]",2WH,234,477144300,POINT (4.28451 51.89901)
434,2022-06-04 16:10:01+00:00,2022-06-04 16:00:00+00:00,"[4.4005, 51.89692]",WAAL,236,236629000,POINT (4.4005 51.89692)
435,2022-06-04 15:29:53+00:00,2022-06-04 15:00:00+00:00,"[4.06174, 51.98414]",YANG,237,352898717,POINT (4.06174 51.98414)
436,2022-06-04 15:34:57+00:00,2022-06-04 16:00:00+00:00,"[4.07451, 51.98005]",YANG,237,352898717,POINT (4.07451 51.98005)
441,2022-06-04 17:41:14+00:00,2022-06-04 18:00:00+00:00,"[4.40295, 51.889]",PWAH,240,209717000,POINT (4.40295 51.889)
448,2022-06-04 18:06:34+00:00,2022-06-04 18:00:00+00:00,"[4.40731, 51.89887]",WAAL,244,538005654,POINT (4.40731 51.89887)
449,2022-06-04 18:06:39+00:00,2022-06-04 18:00:00+00:00,"[4.40731, 51.89887]",WAAL,244,538005654,POINT (4.40731 51.89887)
451,2022-06-04 19:12:33+00:00,2022-06-04 19:00:00+00:00,"[4.05563, 51.98578]",EURO,246,538009191,POINT (4.05563 51.98578)
452,2022-06-04 19:12:35+00:00,2022-06-04 19:00:00+00:00,"[4.05563, 51.98578]",EURO,246,538009191,POINT (4.05563 51.98578)
461,2022-06-04 22:35:00+00:00,2022-06-04 23:00:00+00:00,"[4.05809, 51.98465]",5PET,253,215860000,POINT (4.05809 51.98465)
462,2022-06-04 22:35:02+00:00,2022-06-04 23:00:00+00:00,"[4.05809, 51.98465]",5PET,253,215860000,POINT (4.05809 51.98465)
463,2022-06-04 22:50:16+00:00,2022-06-04 23:00:00+00:00,"[4.09734, 51.97296]",5PET,253,215860000,POINT (4.09734 51.97296)
468,2022-06-05 00:05:56+00:00,2022-06-05 00:00:00+00:00,"[4.06056, 51.98449]",MISS,256,356704000,POINT (4.06056 51.98449)
469,2022-06-05 00:06:13+00:00,2022-06-05 00:00:00+00:00,"[4.06056, 51.98449]",MISS,256,356704000,POINT (4.06056 51.98449)
470,2022-06-05 00:06:07+00:00,2022-06-05 00:00:00+00:00,"[4.06056, 51.98449]",MISS,256,356704000,POINT (4.06056 51.98449)
477,2022-06-05 01:17:17+00:00,2022-06-05 01:00:00+00:00,"[4.29082, 51.89701]",3PET,261,636017830,POINT (4.29082 51.89701)
478,2022-06-05 01:12:18+00:00,2022-06-05 01:00:00+00:00,"[4.27919, 51.9002]",3PET,261,636017830,POINT (4.27919 51.9002)
482,2022-06-05 02:50:53+00:00,2022-06-05 03:00:00+00:00,"[4.16351, 51.94691]",CKVTTI,264,563087300,POINT (4.16351 51.94691)
483,2022-06-05 02:50:58+00:00,2022-06-05 03:00:00+00:00,"[4.16351, 51.94691]",CKVTTI,264,563087300,POINT (4.16351 51.94691)
486,2022-06-05 03:58:59+00:00,2022-06-05 04:00:00+00:00,"[4.17397, 51.94235]",CKVTTI,266,636016363,POINT (4.17397 51.94235)
487,2022-06-05 02:50:55+00:00,2022-06-05 03:00:00+00:00,"[4.07092, 51.98113]",AMALIA,267,219578000,POINT (4.07092 51.98113)
488,2022-06-05 02:53:13+00:00,2022-06-05 03:00:00+00:00,"[4.07092, 51.98113]",AMALIA,267,219578000,POINT (4.07092 51.98113)
489,2022-06-05 04:14:21+00:00,2022-06-05 04:00:00+00:00,"[4.14207, 51.9573]",7PET,268,636015940,POINT (4.14207 51.9573)
490,2022-06-05 04:14:22+00:00,2022-06-05 04:00:00+00:00,"[4.14207, 51.9573]",7PET,268,636015940,POINT (4.14207 51.9573)
491,2022-06-05 05:09:53+00:00,2022-06-05 05:00:00+00:00,"[4.07653, 51.97988]",CKMV,269,538009796,POINT (4.07653 51.97988)
492,2022-06-05 05:04:56+00:00,2022-06-05 05:00:00+00:00,"[4.06619, 51.9829]",CKMV,269,538009796,POINT (4.06619 51.9829)
493,2022-06-05 04:59:56+00:00,2022-06-05 05:00:00+00:00,"[4.0548, 51.98649]",CKMV,269,538009796,POINT (4.0548 51.98649)
496,2022-06-05 05:50:58+00:00,2022-06-05 06:00:00+00:00,"[4.29795, 51.8955]",BOTL,271,355050000,POINT (4.29795 51.8955)
497,2022-06-05 05:45:11+00:00,2022-06-05 06:00:00+00:00,"[4.28223, 51.89895]",BOTL,271,355050000,POINT (4.28223 51.89895)
498,2022-06-05 05:25:20+00:00,2022-06-05 05:00:00+00:00,"[4.57137, 51.81012]",,272,538003048,POINT (4.57137 51.81012)
499,2022-06-05 05:25:03+00:00,2022-06-05 05:00:00+00:00,"[4.57137, 51.81012]",,272,538003048,POINT (4.57137 51.81012)
503,2022-06-05 07:56:52+00:00,2022-06-05 08:00:00+00:00,"[4.1256, 51.96482]",5PET,275,664445000,POINT (4.1256 51.96482)
506,2022-06-05 07:36:53+00:00,2022-06-05 08:00:00+00:00,"[4.06982, 51.98156]",AMALIA,277,228403700,POINT (4.06982 51.98156)
508,2022-06-05 09:32:57+00:00,2022-06-05 10:00:00+00:00,"[4.0679, 51.98204]",EURO,279,477728400,POINT (4.0679 51.98204)
509,2022-06-05 09:32:56+00:00,2022-06-05 10:00:00+00:00,"[4.0679, 51.98204]",EURO,279,477728400,POINT (4.0679 51.98204)
512,2022-06-05 10:39:22+00:00,2022-06-05 11:00:00+00:00,"[4.0852, 51.96381]",PET8,281,309924000,POINT (4.0852 51.96381)
513,2022-06-05 10:39:18+00:00,2022-06-05 11:00:00+00:00,"[4.07033, 51.98105]",PET8,281,309924000,POINT (4.07033 51.98105)
524,2022-06-05 12:50:48+00:00,2022-06-05 13:00:00+00:00,"[4.27803, 51.90072]",TORONT,288,636015971,POINT (4.27803 51.90072)
525,2022-06-05 12:50:50+00:00,2022-06-05 13:00:00+00:00,"[4.27803, 51.90072]",TORONT,288,636015971,POINT (4.27803 51.90072)
526,2022-06-05 12:05:10+00:00,2022-06-05 12:00:00+00:00,"[4.27668, 51.90126]",3PET,289,538009203,POINT (4.27668 51.90126)
527,2022-06-05 12:05:20+00:00,2022-06-05 12:00:00+00:00,"[4.27668, 51.90126]",3PET,289,538009203,POINT (4.27668 51.90126)
530,2022-06-05 13:31:25+00:00,2022-06-05 14:00:00+00:00,"[4.38284, 51.89726]",FRISO,291,244238000,POINT (4.38284 51.89726)
533,2022-06-05 14:16:58+00:00,2022-06-05 14:00:00+00:00,"[4.32302, 51.89383]",NMBOT,293,566598000,POINT (4.32302 51.89383)
534,2022-06-05 14:11:51+00:00,2022-06-05 14:00:00+00:00,"[4.30747, 51.89457]",NMBOT,293,566598000,POINT (4.30747 51.89457)
535,2022-06-05 14:31:59+00:00,2022-06-05 15:00:00+00:00,"[4.39857, 51.89703]",WAAL,294,352031000,POINT (4.39857 51.89703)
536,2022-06-05 14:32:07+00:00,2022-06-05 15:00:00+00:00,"[4.39857, 51.89703]",WAAL,294,352031000,POINT (4.39857 51.89703)
539,2022-06-05 14:32:07+00:00,2022-06-05 15:00:00+00:00,"[4.05629, 51.98559]",PET8,296,229774000,POINT (4.05629 51.98559)
540,2022-06-05 14:32:03+00:00,2022-06-05 15:00:00+00:00,"[4.05629, 51.98559]",PET8,296,229774000,POINT (4.05629 51.98559)
545,2022-06-05 16:08:29+00:00,2022-06-05 16:00:00+00:00,"[4.38596, 51.89686]",PWAH,300,636091136,POINT (4.38596 51.89686)
546,2022-06-05 15:12:33+00:00,2022-06-05 15:00:00+00:00,"[4.07846, 51.97901]",5PET,301,538008449,POINT (4.07846 51.97901)
547,2022-06-05 15:07:08+00:00,2022-06-05 15:00:00+00:00,"[4.06065, 51.98459]",5PET,301,538008449,POINT (4.06065 51.98459)
548,2022-06-05 15:12:26+00:00,2022-06-05 15:00:00+00:00,"[4.07846, 51.97901]",5PET,301,538008449,POINT (4.07846 51.97901)
551,2022-06-05 16:20:56+00:00,2022-06-05 16:00:00+00:00,"[4.14966, 51.95396]",7PET,303,311502000,POINT (4.14966 51.95396)
552,2022-06-05 16:20:50+00:00,2022-06-05 16:00:00+00:00,"[4.14966, 51.95396]",7PET,303,311502000,POINT (4.14966 51.95396)
556,2022-06-05 20:00:46+00:00,2022-06-05 20:00:00+00:00,"[4.14535, 51.95522]",7PET,306,355320000,POINT (4.14535 51.95522)
559,2022-06-05 20:05:52+00:00,2022-06-05 20:00:00+00:00,"[4.08457, 51.97667]",YANG,308,477194100,POINT (4.08457 51.97667)
560,2022-06-05 20:10:57+00:00,2022-06-05 20:00:00+00:00,"[4.08822, 51.96815]",YANG,308,477194100,POINT (4.08822 51.96815)
561,2022-06-05 20:35:59+00:00,2022-06-05 21:00:00+00:00,"[4.36474, 51.84552]",BOTL,309,538008872,POINT (4.36474 51.84552)
564,2022-06-05 22:06:51+00:00,2022-06-05 22:00:00+00:00,"[4.28995, 51.88557]",BOTL,312,246436000,POINT (4.28995 51.88557)
567,2022-06-05 22:26:50+00:00,2022-06-05 22:00:00+00:00,"[4.06101, 51.98393]",AMAZ,314,351249000,POINT (4.06101 51.98393)
568,2022-06-05 22:26:50+00:00,2022-06-05 22:00:00+00:00,"[4.06101, 51.98393]",AMAZ,314,351249000,POINT (4.06101 51.98393)
573,2022-06-06 00:23:16+00:00,2022-06-06 00:00:00+00:00,"[4.15388, 51.95152]",CK7PET,317,215698000,POINT (4.15388 51.95152)
574,2022-06-05 23:58:05+00:00,2022-06-06 00:00:00+00:00,"[4.07945, 51.97851]",AMAZ,318,636018189,POINT (4.07945 51.97851)
575,2022-06-05 23:52:57+00:00,2022-06-06 00:00:00+00:00,"[4.06383, 51.9831]",AMAZ,318,636018189,POINT (4.06383 51.9831)
576,2022-06-06 00:13:13+00:00,2022-06-06 00:00:00+00:00,"[4.08779, 51.97341]",LNG,319,538008876,POINT (4.08779 51.97341)
577,2022-06-06 00:13:19+00:00,2022-06-06 00:00:00+00:00,"[4.06377, 51.98377]",LNG,319,538008876,POINT (4.06377 51.98377)
578,2022-06-06 00:18:20+00:00,2022-06-06 00:00:00+00:00,"[4.07845, 51.97923]",LNG,319,538008876,POINT (4.07845 51.97923)
579,2022-06-06 00:13:20+00:00,2022-06-06 00:00:00+00:00,"[4.06377, 51.98377]",LNG,319,538008876,POINT (4.06377 51.98377)
580,2022-06-06 01:18:49+00:00,2022-06-06 01:00:00+00:00,"[4.07344, 51.9799]",EURO,320,636018320,POINT (4.07344 51.9799)
581,2022-06-06 01:13:51+00:00,2022-06-06 01:00:00+00:00,"[4.06005, 51.98411]",EURO,320,636018320,POINT (4.06005 51.98411)
588,2022-06-06 03:05:17+00:00,2022-06-06 03:00:00+00:00,"[4.32021, 51.89397]",NMBOT,324,311027400,POINT (4.32021 51.89397)
589,2022-06-06 03:05:21+00:00,2022-06-06 03:00:00+00:00,"[4.32021, 51.89397]",NMBOT,324,311027400,POINT (4.32021 51.89397)
590,2022-06-06 03:41:17+00:00,2022-06-06 04:00:00+00:00,"[4.08195, 51.96237]",AMALIA,325,477552400,POINT (4.08195 51.96237)
591,2022-06-06 03:36:07+00:00,2022-06-06 04:00:00+00:00,"[4.0869, 51.97052]",AMALIA,325,477552400,POINT (4.0869 51.97052)
592,2022-06-06 04:16:13+00:00,2022-06-06 04:00:00+00:00,"[4.15217, 51.95214]",7PET,326,229847000,POINT (4.15217 51.95214)
593,2022-06-06 04:20:51+00:00,2022-06-06 04:00:00+00:00,"[4.16093, 51.94794]",7PET,326,229847000,POINT (4.16093 51.94794)
594,2022-06-06 04:47:15+00:00,2022-06-06 05:00:00+00:00,"[4.29321, 51.89669]",BOTL,327,538005867,POINT (4.29321 51.89669)
595,2022-06-06 04:26:57+00:00,2022-06-06 04:00:00+00:00,"[4.07092, 51.98042]",EURO,328,636020985,POINT (4.07092 51.98042)
596,2022-06-06 04:26:58+00:00,2022-06-06 04:00:00+00:00,"[4.07092, 51.98042]",EURO,328,636020985,POINT (4.07092 51.98042)
597,2022-06-06 04:57:21+00:00,2022-06-06 05:00:00+00:00,"[4.15362, 51.9519]",BRITH,329,249673000,POINT (4.15362 51.9519)
599,2022-06-06 06:33:39+00:00,2022-06-06 07:00:00+00:00,"[3.99847, 51.95856]",AMALIA,331,246650000,POINT (3.99847 51.95856)
604,2022-06-06 06:49:03+00:00,2022-06-06 07:00:00+00:00,"[4.05476, 51.96517]",YANG,334,244238000,POINT (4.05476 51.96517)
607,2022-06-06 06:38:59+00:00,2022-06-06 07:00:00+00:00,"[4.28076, 51.89971]",3PET,337,247373700,POINT (4.28076 51.89971)
608,2022-06-06 07:24:13+00:00,2022-06-06 07:00:00+00:00,"[4.1927, 51.93235]",DONAU,338,249616000,POINT (4.1927 51.93235)
609,2022-06-06 07:50:56+00:00,2022-06-06 08:00:00+00:00,"[4.16305, 51.94685]",CK7PET,339,352001474,POINT (4.16305 51.94685)
613,2022-06-06 08:15:01+00:00,2022-06-06 08:00:00+00:00,"[4.341, 51.89552]",NMBOT,342,236407000,POINT (4.341 51.89552)
614,2022-06-06 07:09:13+00:00,2022-06-06 07:00:00+00:00,"[4.07554, 51.98003]",PET8,343,249266000,POINT (4.07554 51.98003)
615,2022-06-06 07:09:19+00:00,2022-06-06 07:00:00+00:00,"[4.07554, 51.98003]",PET8,343,249266000,POINT (4.07554 51.98003)
619,2022-06-06 09:36:19+00:00,2022-06-06 10:00:00+00:00,"[4.07792, 51.97928]",EURO,346,218847000,POINT (4.07792 51.97928)
620,2022-06-06 09:31:23+00:00,2022-06-06 10:00:00+00:00,"[4.06456, 51.98341]",EURO,346,218847000,POINT (4.06456 51.98341)
623,2022-06-06 08:35:17+00:00,2022-06-06 09:00:00+00:00,"[4.12684, 51.96354]",7PET,348,538007379,POINT (4.12684 51.96354)
624,2022-06-06 08:40:15+00:00,2022-06-06 09:00:00+00:00,"[4.13773, 51.9588]",7PET,348,538007379,POINT (4.13773 51.9588)
625,2022-06-06 08:40:16+00:00,2022-06-06 09:00:00+00:00,"[4.13773, 51.9588]",7PET,348,538007379,POINT (4.13773 51.9588)
631,2022-06-06 09:31:18+00:00,2022-06-06 10:00:00+00:00,"[4.15335, 51.95155]",CK7PET,352,371809000,POINT (4.15335 51.95155)
639,2022-06-06 12:28:42+00:00,2022-06-06 12:00:00+00:00,"[4.40441, 51.89855]",WAAL,357,305256000,POINT (4.40441 51.89855)
640,2022-06-06 12:23:28+00:00,2022-06-06 12:00:00+00:00,"[4.10357, 51.97188]",5PET,358,238265000,POINT (4.10357 51.97188)
641,2022-06-06 12:28:40+00:00,2022-06-06 12:00:00+00:00,"[4.11792, 51.96695]",5PET,358,238265000,POINT (4.11792 51.96695)
642,2022-06-06 12:44:06+00:00,2022-06-06 13:00:00+00:00,"[4.07209, 51.98043]",EURO,359,249783000,POINT (4.07209 51.98043)
643,2022-06-06 12:44:05+00:00,2022-06-06 13:00:00+00:00,"[4.07209, 51.98043]",EURO,359,249783000,POINT (4.07209 51.98043)
646,2022-06-06 14:09:59+00:00,2022-06-06 14:00:00+00:00,"[4.19175, 51.93328]",CKBRUG,361,636015971,POINT (4.19175 51.93328)
647,2022-06-06 14:14:52+00:00,2022-06-06 14:00:00+00:00,"[4.2014, 51.9281]",CKBRUG,361,636015971,POINT (4.2014 51.9281)
649,2022-06-06 15:05:27+00:00,2022-06-06 15:00:00+00:00,"[4.1696, 51.94393]",CK7PET,363,236283000,POINT (4.1696 51.94393)
654,2022-06-06 16:42:19+00:00,2022-06-06 17:00:00+00:00,"[4.36617, 51.8989]",BEAT,367,304667000,POINT (4.36617 51.8989)
655,2022-06-06 16:11:53+00:00,2022-06-06 16:00:00+00:00,"[4.06967, 51.98197]",SCHEUR,368,538007305,POINT (4.06967 51.98197)
656,2022-06-06 16:11:58+00:00,2022-06-06 16:00:00+00:00,"[4.06967, 51.98197]",SCHEUR,368,538007305,POINT (4.06967 51.98197)
657,2022-06-06 16:06:59+00:00,2022-06-06 16:00:00+00:00,"[4.06124, 51.98462]",SCHEUR,368,538007305,POINT (4.06124 51.98462)
658,2022-06-06 17:33:09+00:00,2022-06-06 18:00:00+00:00,"[4.40767, 51.89889]",WAAL,369,231355000,POINT (4.40767 51.89889)
665,2022-06-06 17:43:18+00:00,2022-06-06 18:00:00+00:00,"[3.99936, 51.97018]",ARIANE,373,209276000,POINT (3.99936 51.97018)
666,2022-06-06 18:54:18+00:00,2022-06-06 19:00:00+00:00,"[4.28381, 51.8982]",STLAU,374,244308000,POINT (4.28381 51.8982)
667,2022-06-06 18:49:12+00:00,2022-06-06 19:00:00+00:00,"[4.04849, 51.98762]",PET8,375,538009201,POINT (4.04849 51.98762)
668,2022-06-06 18:54:17+00:00,2022-06-06 19:00:00+00:00,"[4.05522, 51.98573]",PET8,375,538009201,POINT (4.05522 51.98573)
671,2022-06-06 18:28:47+00:00,2022-06-06 18:00:00+00:00,"[4.05585, 51.98623]",AMALIA,377,219019094,POINT (4.05585 51.98623)
672,2022-06-06 18:33:48+00:00,2022-06-06 19:00:00+00:00,"[4.06983, 51.98175]",AMALIA,377,219019094,POINT (4.06983 51.98175)
679,2022-06-06 20:55:19+00:00,2022-06-06 21:00:00+00:00,"[4.06527, 51.98297]",AMAZ,381,636021739,POINT (4.06527 51.98297)
680,2022-06-06 20:55:17+00:00,2022-06-06 21:00:00+00:00,"[4.06527, 51.98297]",AMAZ,381,636021739,POINT (4.06527 51.98297)
683,2022-06-06 21:10:35+00:00,2022-06-06 21:00:00+00:00,"[4.26603, 51.90515]",3PET,383,232007939,POINT (4.26603 51.90515)
684,2022-06-06 21:15:38+00:00,2022-06-06 21:00:00+00:00,"[4.27793, 51.90023]",3PET,383,232007939,POINT (4.27793 51.90023)
685,2022-06-06 22:11:15+00:00,2022-06-06 22:00:00+00:00,"[4.09468, 51.97455]",BENE,384,209854000,POINT (4.09468 51.97455)
686,2022-06-06 22:06:06+00:00,2022-06-06 22:00:00+00:00,"[4.08295, 51.97817]",BENE,384,209854000,POINT (4.08295 51.97817)
690,2022-06-06 22:46:44+00:00,2022-06-06 23:00:00+00:00,"[4.1373, 51.95899]",CK5PET,387,538008521,POINT (4.1373 51.95899)
693,2022-06-06 22:11:12+00:00,2022-06-06 22:00:00+00:00,"[4.07882, 51.97883]",AMALIA,389,563231000,POINT (4.07882 51.97883)
694,2022-06-06 22:06:10+00:00,2022-06-06 22:00:00+00:00,"[4.0664, 51.9832]",AMALIA,389,563231000,POINT (4.0664 51.9832)
696,2022-06-06 23:21:01+00:00,2022-06-06 23:00:00+00:00,"[4.13077, 51.96168]",7PET,391,229883000,POINT (4.13077 51.96168)
697,2022-06-06 23:32:14+00:00,2022-06-07 00:00:00+00:00,"[4.15279, 51.95171]",7PET,391,229883000,POINT (4.15279 51.95171)
698,2022-06-07 00:02:36+00:00,2022-06-07 00:00:00+00:00,"[4.56972, 51.81108]",,392,257834000,POINT (4.56972 51.81108)
699,2022-06-07 00:28:18+00:00,2022-06-07 00:00:00+00:00,"[4.2793, 51.90033]",3PET,393,538008941,POINT (4.2793 51.90033)
700,2022-06-07 00:28:18+00:00,2022-06-07 00:00:00+00:00,"[4.2793, 51.90033]",3PET,393,538008941,POINT (4.2793 51.90033)
701,2022-06-07 00:58:15+00:00,2022-06-07 01:00:00+00:00,"[4.08435, 51.97477]",EURO,394,257401000,POINT (4.08435 51.97477)
702,2022-06-07 00:53:16+00:00,2022-06-07 01:00:00+00:00,"[4.06847, 51.98175]",EURO,394,257401000,POINT (4.06847 51.98175)
703,2022-06-06 23:42:27+00:00,2022-06-07 00:00:00+00:00,"[4.08836, 51.97641]",7PET,395,538008168,POINT (4.08836 51.97641)
704,2022-06-06 23:52:33+00:00,2022-06-07 00:00:00+00:00,"[4.11364, 51.9686]",7PET,395,538008168,POINT (4.11364 51.9686)
705,2022-06-06 23:47:26+00:00,2022-06-07 00:00:00+00:00,"[4.10176, 51.9723]",7PET,395,538008168,POINT (4.10176 51.9723)
706,2022-06-07 01:13:42+00:00,2022-06-07 01:00:00+00:00,"[4.07132, 51.98101]",AMAZ,396,218352000,POINT (4.07132 51.98101)
707,2022-06-07 01:23:57+00:00,2022-06-07 01:00:00+00:00,"[4.08806, 51.96797]",AMAZ,396,218352000,POINT (4.08806 51.96797)
711,2022-06-07 02:24:11+00:00,2022-06-07 02:00:00+00:00,"[4.37127, 51.89812]",FRISO,398,209276000,POINT (4.37127 51.89812)
712,2022-06-07 02:29:16+00:00,2022-06-07 02:00:00+00:00,"[4.38239, 51.89683]",FRISO,398,209276000,POINT (4.38239 51.89683)
717,2022-06-07 04:10:19+00:00,2022-06-07 04:00:00+00:00,"[4.05794, 51.98458]",EURO,401,219085000,POINT (4.05794 51.98458)
718,2022-06-07 04:15:20+00:00,2022-06-07 04:00:00+00:00,"[4.07518, 51.97964]",EURO,401,219085000,POINT (4.07518 51.97964)
724,2022-06-07 05:36:27+00:00,2022-06-07 06:00:00+00:00,"[4.34808, 51.8967]",SCHDM,405,250005382,POINT (4.34808 51.8967)
725,2022-06-07 05:41:27+00:00,2022-06-07 06:00:00+00:00,"[4.36363, 51.89893]",SCHDM,405,250005382,POINT (4.36363 51.89893)
730,2022-06-07 06:47:26+00:00,2022-06-07 07:00:00+00:00,"[4.08617, 51.96583]",AMALIA,408,212659000,POINT (4.08617 51.96583)
731,2022-06-07 06:47:34+00:00,2022-06-07 07:00:00+00:00,"[4.08617, 51.96583]",AMALIA,408,212659000,POINT (4.08617 51.96583)
740,2022-06-07 08:43:41+00:00,2022-06-07 09:00:00+00:00,"[4.36898, 51.89851]",FRISO,414,228395600,POINT (4.36898 51.89851)
743,2022-06-07 09:29:03+00:00,2022-06-07 09:00:00+00:00,"[4.14067, 51.95754]",7PET,416,219327000,POINT (4.14067 51.95754)
744,2022-06-07 09:33:56+00:00,2022-06-07 10:00:00+00:00,"[4.15095, 51.95238]",7PET,416,219327000,POINT (4.15095 51.95238)
748,2022-06-07 09:59:13+00:00,2022-06-07 10:00:00+00:00,"[4.16198, 51.9475]",CKVTTI,419,255803880,POINT (4.16198 51.9475)
749,2022-06-07 10:29:24+00:00,2022-06-07 10:00:00+00:00,"[4.08127, 51.97668]",EURO,420,636092976,POINT (4.08127 51.97668)
750,2022-06-07 10:24:29+00:00,2022-06-07 10:00:00+00:00,"[4.06983, 51.98146]",EURO,420,636092976,POINT (4.06983 51.98146)
751,2022-06-07 11:09:49+00:00,2022-06-07 11:00:00+00:00,"[4.30049, 51.89532]",1PET,421,305369000,POINT (4.30049 51.89532)
752,2022-06-07 11:34:47+00:00,2022-06-07 12:00:00+00:00,"[4.16636, 51.94586]",CKVTTI,422,563097900,POINT (4.16636 51.94586)
753,2022-06-07 11:34:56+00:00,2022-06-07 12:00:00+00:00,"[4.16636, 51.94586]",CKVTTI,422,563097900,POINT (4.16636 51.94586)
756,2022-06-07 11:19:58+00:00,2022-06-07 11:00:00+00:00,"[4.09621, 51.97369]",BENE,424,212836000,POINT (4.09621 51.97369)
757,2022-06-07 11:19:59+00:00,2022-06-07 11:00:00+00:00,"[4.09621, 51.97369]",BENE,424,212836000,POINT (4.09621 51.97369)
758,2022-06-07 11:29:53+00:00,2022-06-07 11:00:00+00:00,"[4.2824, 51.89945]",3PET,425,636015971,POINT (4.2824 51.89945)
759,2022-06-07 11:29:50+00:00,2022-06-07 11:00:00+00:00,"[4.2824, 51.89945]",3PET,425,636015971,POINT (4.2824 51.89945)
765,2022-06-07 13:36:17+00:00,2022-06-07 14:00:00+00:00,"[4.39759, 51.89665]",WAAL,428,229276000,POINT (4.39759 51.89665)
