,to,to_rounded,to_location,from_haven,trip_ID,vessel_mmsi,geometry
479,2022-06-05 02:37:57+00:00,2022-06-05 02:00:00+00:00,"[4.10854, 51.97114]",CKVTTI,262,636013157,POINT (4.10854 51.97114)
480,2022-06-05 03:28:47+00:00,2022-06-05 03:00:00+00:00,"[4.13831, 51.95915]",CKVTTI,263,564045000,POINT (4.13831 51.95915)
481,2022-06-05 03:13:33+00:00,2022-06-05 02:00:00+00:00,"[4.17835, 51.94045]",CKVTTI,263,564045000,POINT (4.17835 51.94045)
484,2022-06-05 04:04:16+00:00,2022-06-05 03:00:00+00:00,"[4.33755, 51.86112]",BOTL,265,538003048,POINT (4.33755 51.86112)
485,2022-06-05 04:04:11+00:00,2022-06-05 03:00:00+00:00,"[4.33755, 51.86112]",BOTL,265,538003048,POINT (4.33755 51.86112)
494,2022-06-05 06:31:20+00:00,2022-06-05 06:00:00+00:00,"[4.08728, 51.96534]",6PET,270,219337000,POINT (4.08728 51.96534)
495,2022-06-05 06:31:16+00:00,2022-06-05 06:00:00+00:00,"[4.08728, 51.96534]",6PET,270,219337000,POINT (4.08728 51.96534)
501,2022-06-05 08:47:27+00:00,2022-06-05 07:00:00+00:00,"[4.08738, 51.97271]",EURO,274,219210000,POINT (4.08738 51.97271)
502,2022-06-05 08:42:35+00:00,2022-06-05 07:00:00+00:00,"[4.08599, 51.96368]",EURO,274,219210000,POINT (4.08599 51.96368)
504,2022-06-05 09:21:00+00:00,2022-06-05 09:00:00+00:00,"[4.088, 51.9724]",PET8,276,241348000,POINT (4.088 51.9724)
505,2022-06-05 09:17:52+00:00,2022-06-05 09:00:00+00:00,"[4.0888, 51.96711]",PET8,276,241348000,POINT (4.0888 51.96711)
507,2022-06-05 10:13:55+00:00,2022-06-05 08:00:00+00:00,"[4.08737, 51.96713]",AMALIA,278,248758000,POINT (4.08737 51.96713)
514,2022-06-05 12:15:17+00:00,2022-06-05 11:00:00+00:00,"[4.2997, 51.8968]",WILT,282,244315000,POINT (4.2997 51.8968)
515,2022-06-05 12:55:58+00:00,2022-06-05 11:00:00+00:00,"[4.08707, 51.96596]",AMALIA,283,220503000,POINT (4.08707 51.96596)
516,2022-06-05 13:06:14+00:00,2022-06-05 11:00:00+00:00,"[4.07166, 51.98206]",AMALIA,283,220503000,POINT (4.07166 51.98206)
517,2022-06-05 13:31:35+00:00,2022-06-05 12:00:00+00:00,"[4.07885, 51.97874]",EURO,284,538002594,POINT (4.07885 51.97874)
518,2022-06-05 13:31:28+00:00,2022-06-05 12:00:00+00:00,"[4.07885, 51.97874]",EURO,284,538002594,POINT (4.07885 51.97874)
519,2022-06-05 13:26:27+00:00,2022-06-05 13:00:00+00:00,"[4.08459, 51.95974]",AMAZ,285,354654000,POINT (4.08459 51.95974)
520,2022-06-05 13:31:35+00:00,2022-06-05 12:00:00+00:00,"[4.08857, 51.96742]",AMAZ,285,354654000,POINT (4.08857 51.96742)
521,2022-06-05 13:16:26+00:00,2022-06-05 12:00:00+00:00,"[4.30172, 51.89472]",3PET,286,215079000,POINT (4.30172 51.89472)
522,2022-06-05 13:41:26+00:00,2022-06-05 12:00:00+00:00,"[4.08782, 51.96417]",PET8,287,241089000,POINT (4.08782 51.96417)
523,2022-06-05 13:46:39+00:00,2022-06-05 13:00:00+00:00,"[4.09018, 51.9742]",PET8,287,241089000,POINT (4.09018 51.9742)
528,2022-06-05 14:27:02+00:00,2022-06-05 14:00:00+00:00,"[4.14286, 51.95683]",5PET,290,477814400,POINT (4.14286 51.95683)
529,2022-06-05 14:27:02+00:00,2022-06-05 14:00:00+00:00,"[4.14286, 51.95683]",5PET,290,477814400,POINT (4.14286 51.95683)
543,2022-06-05 16:33:55+00:00,2022-06-05 14:00:00+00:00,"[4.08563, 51.96232]",YANG,299,477423800,POINT (4.08563 51.96232)
544,2022-06-05 16:33:56+00:00,2022-06-05 15:00:00+00:00,"[4.08563, 51.96232]",YANG,299,477423800,POINT (4.08563 51.96232)
553,2022-06-05 19:20:22+00:00,2022-06-05 18:00:00+00:00,"[4.13755, 51.95996]",7PET,304,372961000,POINT (4.13755 51.95996)
554,2022-06-05 18:51:05+00:00,2022-06-05 18:00:00+00:00,"[4.19928, 51.92549]",7PET,304,372961000,POINT (4.19928 51.92549)
555,2022-06-05 19:20:16+00:00,2022-06-05 17:00:00+00:00,"[4.61172, 51.80323]",,305,538008872,POINT (4.61172 51.80323)
557,2022-06-05 21:06:07+00:00,2022-06-05 20:00:00+00:00,"[4.0853, 51.95986]",AMAZ,307,209087000,POINT (4.0853 51.95986)
558,2022-06-05 21:01:07+00:00,2022-06-05 20:00:00+00:00,"[4.08254, 51.95277]",AMAZ,307,209087000,POINT (4.08254 51.95277)
562,2022-06-05 22:11:55+00:00,2022-06-05 21:00:00+00:00,"[4.43345, 51.90173]",WAAL,310,255806331,POINT (4.43345 51.90173)
565,2022-06-05 22:57:03+00:00,2022-06-05 22:00:00+00:00,"[4.19573, 51.93134]",CKVTTI,313,311027400,POINT (4.19573 51.93134)
566,2022-06-05 23:32:38+00:00,2022-06-05 22:00:00+00:00,"[4.10009, 51.97386]",CKVTTI,313,311027400,POINT (4.10009 51.97386)
569,2022-06-06 00:58:59+00:00,2022-06-05 23:00:00+00:00,"[4.08388, 51.96118]",EURO,315,538009191,POINT (4.08388 51.96118)
570,2022-06-06 00:58:57+00:00,2022-06-05 23:00:00+00:00,"[4.08388, 51.96118]",EURO,315,538009191,POINT (4.08388 51.96118)
571,2022-06-06 01:13:57+00:00,2022-06-06 00:00:00+00:00,"[4.11899, 51.96779]",BENE,316,636019387,POINT (4.11899 51.96779)
572,2022-06-06 01:13:53+00:00,2022-06-06 00:00:00+00:00,"[4.11899, 51.96779]",BENE,316,636019387,POINT (4.11899 51.96779)
582,2022-06-06 03:00:16+00:00,2022-06-06 02:00:00+00:00,"[4.1279, 51.963]",4PET,321,240730000,POINT (4.1279 51.963)
583,2022-06-06 03:00:21+00:00,2022-06-06 02:00:00+00:00,"[4.1279, 51.963]",4PET,321,240730000,POINT (4.1279 51.963)
584,2022-06-06 03:35:33+00:00,2022-06-06 03:00:00+00:00,"[4.10404, 51.9727]",SCHEUR,322,370277000,POINT (4.10404 51.9727)
585,2022-06-06 03:36:00+00:00,2022-06-06 03:00:00+00:00,"[4.10404, 51.9727]",SCHEUR,322,370277000,POINT (4.10404 51.9727)
586,2022-06-06 04:16:51+00:00,2022-06-06 03:00:00+00:00,"[4.08913, 51.97104]",EURO,323,477728400,POINT (4.08913 51.97104)
587,2022-06-06 04:16:49+00:00,2022-06-06 03:00:00+00:00,"[4.08913, 51.97104]",EURO,323,477728400,POINT (4.08913 51.97104)
598,2022-06-06 06:18:23+00:00,2022-06-06 05:00:00+00:00,"[4.39892, 51.89777]",WAAL,330,352001474,POINT (4.39892 51.89777)
605,2022-06-06 07:59:56+00:00,2022-06-06 07:00:00+00:00,"[4.30597, 51.89621]",3PET,335,371809000,POINT (4.30597 51.89621)
616,2022-06-06 09:11:20+00:00,2022-06-06 08:00:00+00:00,"[4.0872, 51.96704]",EURO,344,255806507,POINT (4.0872 51.96704)
617,2022-06-06 09:21:04+00:00,2022-06-06 08:00:00+00:00,"[4.06113, 51.98639]",EURO,344,255806507,POINT (4.06113 51.98639)
618,2022-06-06 10:01:53+00:00,2022-06-06 09:00:00+00:00,"[4.36447, 51.89973]",WILT,345,226347000,POINT (4.36447 51.89973)
621,2022-06-06 10:21:03+00:00,2022-06-06 09:00:00+00:00,"[4.1258, 51.96518]",7PET,347,636015940,POINT (4.1258 51.96518)
622,2022-06-06 10:07:00+00:00,2022-06-06 08:00:00+00:00,"[4.16642, 51.94598]",7PET,347,636015940,POINT (4.16642 51.94598)
626,2022-06-06 10:47:22+00:00,2022-06-06 10:00:00+00:00,"[4.12442, 51.96579]",5PET,349,664445000,POINT (4.12442 51.96579)
627,2022-06-06 11:02:25+00:00,2022-06-06 10:00:00+00:00,"[4.08812, 51.97077]",AMAZ,350,538007476,POINT (4.08812 51.97077)
628,2022-06-06 10:57:33+00:00,2022-06-06 09:00:00+00:00,"[4.08474, 51.96266]",AMAZ,350,538007476,POINT (4.08474 51.96266)
629,2022-06-06 11:02:31+00:00,2022-06-06 09:00:00+00:00,"[4.08812, 51.97077]",AMAZ,350,538007476,POINT (4.08812 51.97077)
630,2022-06-06 11:02:29+00:00,2022-06-06 10:00:00+00:00,"[3.99976, 51.96059]",AMALIA,351,228403700,POINT (3.99976 51.96059)
632,2022-06-06 12:13:28+00:00,2022-06-06 12:00:00+00:00,"[4.29557, 51.89685]",TORONT,353,636015971,POINT (4.29557 51.89685)
633,2022-06-06 12:18:26+00:00,2022-06-06 12:00:00+00:00,"[4.28012, 51.90037]",TORONT,353,636015971,POINT (4.28012 51.90037)
634,2022-06-06 12:38:56+00:00,2022-06-06 12:00:00+00:00,"[4.08735, 51.97469]",EURO,354,636020985,POINT (4.08735 51.97469)
635,2022-06-06 12:38:52+00:00,2022-06-06 12:00:00+00:00,"[4.08735, 51.97469]",EURO,354,636020985,POINT (4.08735 51.97469)
638,2022-06-06 13:34:38+00:00,2022-06-06 13:00:00+00:00,"[4.06701, 51.96326]",YANG,356,305614000,POINT (4.06701 51.96326)
650,2022-06-06 15:46:32+00:00,2022-06-06 15:00:00+00:00,"[4.61524, 51.70852]",,364,210283000,POINT (4.61524 51.70852)
651,2022-06-06 15:36:13+00:00,2022-06-06 15:00:00+00:00,"[4.07847, 51.98282]",AMAZ,365,304667000,POINT (4.07847 51.98282)
652,2022-06-06 17:02:26+00:00,2022-06-06 16:00:00+00:00,"[4.0851, 51.96285]",PET8,366,229774000,POINT (4.0851 51.96285)
653,2022-06-06 17:02:42+00:00,2022-06-06 16:00:00+00:00,"[4.0851, 51.96285]",PET8,366,229774000,POINT (4.0851 51.96285)
659,2022-06-06 19:04:20+00:00,2022-06-06 18:00:00+00:00,"[4.34626, 51.89733]",NMBOT,370,566179000,POINT (4.34626 51.89733)
660,2022-06-06 19:24:20+00:00,2022-06-06 17:00:00+00:00,"[4.07413, 51.98067]",AMALIA,371,219578000,POINT (4.07413 51.98067)
661,2022-06-06 19:04:14+00:00,2022-06-06 17:00:00+00:00,"[4.08038, 51.96188]",AMALIA,371,219578000,POINT (4.08038 51.96188)
662,2022-06-06 19:21:02+00:00,2022-06-06 18:00:00+00:00,"[4.08212, 51.97783]",AMALIA,371,219578000,POINT (4.08212 51.97783)
663,2022-06-06 19:21:01+00:00,2022-06-06 18:00:00+00:00,"[4.08188, 51.95613]",EURO,372,636018320,POINT (4.08188 51.95613)
664,2022-06-06 19:34:34+00:00,2022-06-06 18:00:00+00:00,"[4.08373, 51.95884]",EURO,372,636018320,POINT (4.08373 51.95884)
669,2022-06-06 20:19:57+00:00,2022-06-06 20:00:00+00:00,"[4.16421, 51.94727]",7PET,376,309924000,POINT (4.16421 51.94727)
670,2022-06-06 20:45:15+00:00,2022-06-06 20:00:00+00:00,"[4.07219, 51.98231]",7PET,376,309924000,POINT (4.07219 51.98231)
675,2022-06-06 21:25:42+00:00,2022-06-06 21:00:00+00:00,"[4.28297, 51.89993]",3PET,379,229883000,POINT (4.28297 51.89993)
676,2022-06-06 21:25:41+00:00,2022-06-06 21:00:00+00:00,"[4.28297, 51.89993]",3PET,379,229883000,POINT (4.28297 51.89993)
677,2022-06-06 21:20:40+00:00,2022-06-06 20:00:00+00:00,"[4.08471, 51.95693]",AMAZ,380,636018189,POINT (4.08471 51.95693)
678,2022-06-06 21:21:02+00:00,2022-06-06 21:00:00+00:00,"[4.08494, 51.9574]",AMAZ,380,636018189,POINT (4.08494 51.9574)
687,2022-06-06 23:42:28+00:00,2022-06-06 22:00:00+00:00,"[4.08407, 51.96053]",EURO,385,218847000,POINT (4.08407 51.96053)
688,2022-06-06 23:51:02+00:00,2022-06-06 23:00:00+00:00,"[4.08426, 51.97678]",EURO,385,218847000,POINT (4.08426 51.97678)
691,2022-06-06 23:37:14+00:00,2022-06-06 23:00:00+00:00,"[4.30074, 51.89523]",CHEM,388,257401000,POINT (4.30074 51.89523)
692,2022-06-06 23:47:32+00:00,2022-06-06 23:00:00+00:00,"[4.2562, 51.90947]",CHEM,388,257401000,POINT (4.2562 51.90947)
695,2022-06-07 00:50:57+00:00,2022-06-07 00:00:00+00:00,"[4.39043, 51.89609]",BEAT,390,304667000,POINT (4.39043 51.89609)
708,2022-06-07 03:29:55+00:00,2022-06-07 03:00:00+00:00,"[4.17358, 51.9422]",7PET,397,538007379,POINT (4.17358 51.9422)
709,2022-06-07 03:14:53+00:00,2022-06-07 02:00:00+00:00,"[4.20067, 51.92807]",7PET,397,538007379,POINT (4.20067 51.92807)
710,2022-06-07 03:29:57+00:00,2022-06-07 02:00:00+00:00,"[4.17358, 51.9422]",7PET,397,538007379,POINT (4.17358 51.9422)
713,2022-06-07 04:30:36+00:00,2022-06-07 02:00:00+00:00,"[4.06835, 51.96131]",AMALIA,399,477552400,POINT (4.06835 51.96131)
714,2022-06-07 04:40:52+00:00,2022-06-07 02:00:00+00:00,"[4.08785, 51.96754]",AMALIA,399,477552400,POINT (4.08785 51.96754)
715,2022-06-07 05:26:18+00:00,2022-06-07 05:00:00+00:00,"[4.33807, 51.89525]",2PET,400,636019990,POINT (4.33807 51.89525)
716,2022-06-07 05:26:16+00:00,2022-06-07 05:00:00+00:00,"[4.33807, 51.89525]",2PET,400,636019990,POINT (4.33807 51.89525)
728,2022-06-07 08:13:17+00:00,2022-06-07 07:00:00+00:00,"[4.34593, 51.8962]",NMBOT,407,566598000,POINT (4.34593 51.8962)
729,2022-06-07 08:18:18+00:00,2022-06-07 07:00:00+00:00,"[4.33292, 51.89443]",NMBOT,407,566598000,POINT (4.33292 51.89443)
734,2022-06-07 09:13:53+00:00,2022-06-07 06:00:00+00:00,"[4.08151, 51.9627]",AMALIA,410,374241000,POINT (4.08151 51.9627)
735,2022-06-07 09:23:53+00:00,2022-06-07 07:00:00+00:00,"[4.08479, 51.97524]",AMALIA,410,374241000,POINT (4.08479 51.97524)
736,2022-06-07 09:18:58+00:00,2022-06-07 08:00:00+00:00,"[4.34616, 51.89696]",WAAL,411,212836000,POINT (4.34616 51.89696)
737,2022-06-07 09:39:08+00:00,2022-06-07 09:00:00+00:00,"[4.15492, 51.9516]",CKBRUG,412,636015971,POINT (4.15492 51.9516)
738,2022-06-07 09:18:49+00:00,2022-06-07 09:00:00+00:00,"[4.20978, 51.92338]",CKBRUG,412,636015971,POINT (4.20978 51.92338)
741,2022-06-07 10:39:37+00:00,2022-06-07 09:00:00+00:00,"[4.37191, 51.8994]",BEAT,415,538090454,POINT (4.37191 51.8994)
742,2022-06-07 10:39:37+00:00,2022-06-07 10:00:00+00:00,"[4.37191, 51.8994]",BEAT,415,538090454,POINT (4.37191 51.8994)
745,2022-06-07 11:14:53+00:00,2022-06-07 08:00:00+00:00,"[4.41691, 51.89318]",NMBOT,417,246300000,POINT (4.41691 51.89318)
746,2022-06-07 10:54:55+00:00,2022-06-07 10:00:00+00:00,"[4.28672, 51.89881]",BOTL,418,248721000,POINT (4.28672 51.89881)
747,2022-06-07 10:54:52+00:00,2022-06-07 10:00:00+00:00,"[4.28672, 51.89881]",BOTL,418,248721000,POINT (4.28672 51.89881)
754,2022-06-07 12:35:36+00:00,2022-06-07 12:00:00+00:00,"[4.32902, 51.894]",NMBOT,423,311027400,POINT (4.32902 51.894)
755,2022-06-07 13:36:19+00:00,2022-06-07 12:00:00+00:00,"[4.10554, 51.9796]",NMBOT,423,311027400,POINT (4.10554 51.9796)
760,2022-06-07 14:06:32+00:00,2022-06-07 13:00:00+00:00,"[4.08289, 51.97698]",EURO,426,249783000,POINT (4.08289 51.97698)
761,2022-06-07 14:06:30+00:00,2022-06-07 13:00:00+00:00,"[4.08289, 51.97698]",EURO,426,249783000,POINT (4.08289 51.97698)
762,2022-06-07 14:36:33+00:00,2022-06-07 14:00:00+00:00,"[4.15687, 51.95054]",5PET,427,215860000,POINT (4.15687 51.95054)
763,2022-06-07 14:50:56+00:00,2022-06-07 14:00:00+00:00,"[4.12817, 51.96304]",5PET,427,215860000,POINT (4.12817 51.96304)
764,2022-06-07 14:41:40+00:00,2022-06-07 14:00:00+00:00,"[4.1491, 51.95429]",5PET,427,215860000,POINT (4.1491 51.95429)
767,2022-06-07 15:01:58+00:00,2022-06-07 14:00:00+00:00,"[4.42312, 51.90254]",WAAL,429,236629000,POINT (4.42312 51.90254)
768,2022-06-07 15:57:34+00:00,2022-06-07 15:00:00+00:00,"[4.07772, 51.97922]",AMAZ,430,636021739,POINT (4.07772 51.97922)
769,2022-06-07 16:58:36+00:00,2022-06-07 16:00:00+00:00,"[4.10285, 51.97268]",CKVTTI,431,538009893,POINT (4.10285 51.97268)
774,2022-06-07 17:51:08+00:00,2022-06-07 18:00:00+00:00,"[4.08945, 51.97065]",PET8,434,249266000,POINT (4.08945 51.97065)
775,2022-06-07 17:49:14+00:00,2022-06-07 17:00:00+00:00,"[4.08792, 51.96672]",PET8,434,249266000,POINT (4.08792 51.96672)
779,2022-06-07 19:35:38+00:00,2022-06-07 19:00:00+00:00,"[4.1895, 51.93446]",CK7PET,437,229361000,POINT (4.1895 51.93446)
780,2022-06-07 19:40:46+00:00,2022-06-07 19:00:00+00:00,"[4.17859, 51.94004]",CK7PET,437,229361000,POINT (4.17859 51.94004)
781,2022-06-07 19:15:29+00:00,2022-06-07 18:00:00+00:00,"[4.39014, 51.89752]",WAAL,438,231355000,POINT (4.39014 51.89752)
784,2022-06-07 19:35:43+00:00,2022-06-07 19:00:00+00:00,"[3.99869, 51.97153]",AMALIA,440,212659000,POINT (3.99869 51.97153)
785,2022-06-07 20:20:57+00:00,2022-06-07 19:00:00+00:00,"[4.07384, 51.98157]",AMALIA,440,212659000,POINT (4.07384 51.98157)
786,2022-06-07 20:36:15+00:00,2022-06-07 20:00:00+00:00,"[4.13942, 51.95876]",5PET,441,538008449,POINT (4.13942 51.95876)
787,2022-06-07 20:36:16+00:00,2022-06-07 20:00:00+00:00,"[4.13942, 51.95876]",5PET,441,538008449,POINT (4.13942 51.95876)
794,2022-06-07 21:16:52+00:00,2022-06-07 21:00:00+00:00,"[4.3234, 51.89476]",1PET,445,305369000,POINT (4.3234 51.89476)
802,2022-06-07 23:18:20+00:00,2022-06-07 22:00:00+00:00,"[4.30483, 51.89294]",STLAU,451,311000564,POINT (4.30483 51.89294)
803,2022-06-07 23:18:21+00:00,2022-06-07 23:00:00+00:00,"[4.30483, 51.89294]",STLAU,451,311000564,POINT (4.30483 51.89294)
808,2022-06-08 01:19:40+00:00,2022-06-08 01:00:00+00:00,"[4.19907, 51.92822]",CK7PET,454,215698000,POINT (4.19907 51.92822)
811,2022-06-08 02:09:54+00:00,2022-06-08 02:00:00+00:00,"[4.30374, 51.89408]",TORONT,456,563046800,POINT (4.30374 51.89408)
812,2022-06-08 02:09:58+00:00,2022-06-08 01:00:00+00:00,"[4.30374, 51.89408]",TORONT,456,563046800,POINT (4.30374 51.89408)
813,2022-06-08 03:15:07+00:00,2022-06-08 02:00:00+00:00,"[4.38918, 51.89691]",WAAL,457,538005654,POINT (4.38918 51.89691)
814,2022-06-08 03:04:58+00:00,2022-06-08 02:00:00+00:00,"[4.41829, 51.90182]",WAAL,457,538005654,POINT (4.41829 51.90182)
816,2022-06-08 03:30:16+00:00,2022-06-08 02:00:00+00:00,"[4.08508, 51.95719]",MISS,459,538009160,POINT (4.08508 51.95719)
817,2022-06-08 03:35:19+00:00,2022-06-08 02:00:00+00:00,"[4.08884, 51.96791]",MISS,459,538009160,POINT (4.08884 51.96791)
818,2022-06-08 03:35:21+00:00,2022-06-08 02:00:00+00:00,"[4.08884, 51.96791]",MISS,459,538009160,POINT (4.08884 51.96791)
822,2022-06-08 04:11:03+00:00,2022-06-08 03:00:00+00:00,"[4.0857, 51.96221]",AMAZ,461,351249000,POINT (4.0857 51.96221)
823,2022-06-08 04:26:18+00:00,2022-06-08 04:00:00+00:00,"[4.08849, 51.97287]",EURO,462,219085000,POINT (4.08849 51.97287)
824,2022-06-08 04:26:17+00:00,2022-06-08 04:00:00+00:00,"[4.08849, 51.97287]",EURO,462,219085000,POINT (4.08849 51.97287)
827,2022-06-08 06:12:17+00:00,2022-06-08 06:00:00+00:00,"[4.32467, 51.89492]",NMBOT,464,215584000,POINT (4.32467 51.89492)
830,2022-06-08 06:51:13+00:00,2022-06-08 05:00:00+00:00,"[4.08543, 51.96213]",YANG,466,352898717,POINT (4.08543 51.96213)
831,2022-06-08 06:52:37+00:00,2022-06-08 05:00:00+00:00,"[4.0861, 51.96379]",YANG,466,352898717,POINT (4.0861 51.96379)
834,2022-06-08 07:28:17+00:00,2022-06-08 07:00:00+00:00,"[4.08664, 51.96458]",EURO,468,636016435,POINT (4.08664 51.96458)
835,2022-06-08 07:23:11+00:00,2022-06-08 07:00:00+00:00,"[4.07306, 51.96244]",EURO,468,636016435,POINT (4.07306 51.96244)
843,2022-06-08 07:33:18+00:00,2022-06-08 07:00:00+00:00,"[4.08553, 51.96322]",EURO,472,636092976,POINT (4.08553 51.96322)
844,2022-06-08 07:33:17+00:00,2022-06-08 07:00:00+00:00,"[4.08553, 51.96322]",EURO,472,636092976,POINT (4.08553 51.96322)
845,2022-06-08 08:08:56+00:00,2022-06-08 08:00:00+00:00,"[4.09015, 51.96876]",PET8,473,538009201,POINT (4.09015 51.96876)
846,2022-06-08 08:14:02+00:00,2022-06-08 07:00:00+00:00,"[4.08613, 51.97757]",PET8,473,538009201,POINT (4.08613 51.97757)
848,2022-06-08 08:59:40+00:00,2022-06-08 08:00:00+00:00,"[4.19088, 51.93363]",7PET,475,229883000,POINT (4.19088 51.93363)
849,2022-06-08 08:54:25+00:00,2022-06-08 08:00:00+00:00,"[4.19088, 51.93363]",7PET,475,229883000,POINT (4.19088 51.93363)
850,2022-06-08 09:34:53+00:00,2022-06-08 09:00:00+00:00,"[4.10232, 51.97344]",4PET,476,229847000,POINT (4.10232 51.97344)
851,2022-06-08 09:21:04+00:00,2022-06-08 09:00:00+00:00,"[4.14233, 51.95592]",4PET,476,229847000,POINT (4.14233 51.95592)
854,2022-06-08 09:50:52+00:00,2022-06-08 09:00:00+00:00,"[4.18704, 51.93589]",CKVTTI,478,563087300,POINT (4.18704 51.93589)
855,2022-06-08 09:49:49+00:00,2022-06-08 09:00:00+00:00,"[4.18824, 51.9349]",CKVTTI,478,563087300,POINT (4.18824 51.9349)
856,2022-06-08 10:21:01+00:00,2022-06-08 10:00:00+00:00,"[4.38754, 51.89688]",WAAL,479,246436000,POINT (4.38754 51.89688)
867,2022-06-08 11:41:18+00:00,2022-06-08 10:00:00+00:00,"[4.06561, 51.98446]",AMALIA,485,563231000,POINT (4.06561 51.98446)
868,2022-06-08 11:51:09+00:00,2022-06-08 11:00:00+00:00,"[4.30026, 51.89615]",BOTL,486,538005867,POINT (4.30026 51.89615)
869,2022-06-08 11:56:37+00:00,2022-06-08 11:00:00+00:00,"[4.27839, 51.90124]",BOTL,486,538005867,POINT (4.27839 51.90124)
870,2022-06-08 12:01:38+00:00,2022-06-08 11:00:00+00:00,"[4.34724, 51.89687]",2PET,487,256391000,POINT (4.34724 51.89687)
871,2022-06-08 12:01:36+00:00,2022-06-08 11:00:00+00:00,"[4.34724, 51.89687]",2PET,487,256391000,POINT (4.34724 51.89687)
872,2022-06-08 12:32:07+00:00,2022-06-08 12:00:00+00:00,"[4.0872, 51.96404]",AMAZ,488,218352000,POINT (4.0872 51.96404)
873,2022-06-08 12:26:56+00:00,2022-06-08 11:00:00+00:00,"[4.08241, 51.95708]",AMAZ,488,218352000,POINT (4.08241 51.95708)
876,2022-06-08 13:02:22+00:00,2022-06-08 12:00:00+00:00,"[4.07213, 51.9614]",EURO,490,257401000,POINT (4.07213 51.9614)
879,2022-06-08 13:21:09+00:00,2022-06-08 13:00:00+00:00,"[4.37075, 51.89943]",WAAL,492,244860282,POINT (4.37075 51.89943)
885,2022-06-08 14:50:58+00:00,2022-06-08 14:00:00+00:00,"[4.40297, 51.89862]",WAAL,496,273414670,POINT (4.40297 51.89862)
886,2022-06-08 15:08:36+00:00,2022-06-08 14:00:00+00:00,"[4.33174, 51.89449]",WAAL,496,273414670,POINT (4.33174 51.89449)
892,2022-06-08 16:55:32+00:00,2022-06-08 16:00:00+00:00,"[4.08658, 51.96431]",PET8,500,538008168,POINT (4.08658 51.96431)
893,2022-06-08 17:05:28+00:00,2022-06-08 16:00:00+00:00,"[4.08007, 51.97864]",PET8,500,538008168,POINT (4.08007 51.97864)
894,2022-06-08 18:21:14+00:00,2022-06-08 18:00:00+00:00,"[4.08134, 51.95218]",AMAZ,501,244238000,POINT (4.08134 51.95218)
916,2022-06-09 00:00:37+00:00,2022-06-08 23:00:00+00:00,"[4.08421, 51.97745]",MISS,512,538009158,POINT (4.08421 51.97745)
917,2022-06-08 23:50:30+00:00,2022-06-08 23:00:00+00:00,"[4.08636, 51.96114]",MISS,512,538009158,POINT (4.08636 51.96114)
918,2022-06-09 00:00:43+00:00,2022-06-08 23:00:00+00:00,"[4.08421, 51.97745]",MISS,512,538009158,POINT (4.08421 51.97745)
919,2022-06-08 23:55:38+00:00,2022-06-08 23:00:00+00:00,"[4.16649, 51.94607]",7PET,513,248940000,POINT (4.16649 51.94607)
924,2022-06-09 01:27:18+00:00,2022-06-09 01:00:00+00:00,"[4.2898, 51.89784]",3PET,516,538009203,POINT (4.2898 51.89784)
925,2022-06-09 01:32:21+00:00,2022-06-09 00:00:00+00:00,"[4.27256, 51.90319]",3PET,516,538009203,POINT (4.27256 51.90319)
936,2022-06-09 03:28:42+00:00,2022-06-09 02:00:00+00:00,"[4.0873, 51.9662]",YANG,521,477194100,POINT (4.0873 51.9662)
937,2022-06-09 03:28:34+00:00,2022-06-09 02:00:00+00:00,"[4.0873, 51.9662]",YANG,521,477194100,POINT (4.0873 51.9662)
938,2022-06-09 03:54:17+00:00,2022-06-09 02:00:00+00:00,"[4.35075, 51.89787]",PWAH,522,565967000,POINT (4.35075 51.89787)
939,2022-06-09 03:51:14+00:00,2022-06-09 03:00:00+00:00,"[4.36372, 51.89923]",PWAH,522,565967000,POINT (4.36372 51.89923)
947,2022-06-09 06:10:29+00:00,2022-06-09 05:00:00+00:00,"[4.12127, 51.96744]",5PET,526,636017061,POINT (4.12127 51.96744)
948,2022-06-09 06:05:16+00:00,2022-06-09 05:00:00+00:00,"[4.13541, 51.96025]",5PET,526,636017061,POINT (4.13541 51.96025)
949,2022-06-09 07:06:16+00:00,2022-06-09 06:00:00+00:00,"[4.16465, 51.94657]",7PET,527,219327000,POINT (4.16465 51.94657)
950,2022-06-09 06:51:12+00:00,2022-06-09 06:00:00+00:00,"[4.19618, 51.93092]",7PET,527,219327000,POINT (4.19618 51.93092)
953,2022-06-09 07:36:40+00:00,2022-06-09 05:00:00+00:00,"[4.08604, 51.96478]",AMALIA,529,354972000,POINT (4.08604 51.96478)
954,2022-06-09 07:41:41+00:00,2022-06-09 05:00:00+00:00,"[4.08529, 51.9752]",AMALIA,529,354972000,POINT (4.08529 51.9752)
955,2022-06-09 08:51:08+00:00,2022-06-09 07:00:00+00:00,"[4.08028, 51.97853]",AMALIA,530,255806004,POINT (4.08028 51.97853)
956,2022-06-09 08:47:54+00:00,2022-06-09 07:00:00+00:00,"[4.08852, 51.97247]",AMALIA,530,255806004,POINT (4.08852 51.97247)
960,2022-06-09 09:51:06+00:00,2022-06-09 09:00:00+00:00,"[4.42354, 51.90239]",WAAL,533,636017070,POINT (4.42354 51.90239)
961,2022-06-09 09:59:19+00:00,2022-06-09 09:00:00+00:00,"[4.4046, 51.899]",WAAL,533,636017070,POINT (4.4046 51.899)
