# STN,YYYYMMDD,H,Datetime,   DD,   FH,Direction,Wind_speed
330,20220829,7,2022-08-29 07:00:00+00:00,110,20,E,Low
330,20220829,8,2022-08-29 08:00:00+00:00,90,20,E,Low
330,20220829,9,2022-08-29 09:00:00+00:00,20,10,N,Low
330,20220829,10,2022-08-29 10:00:00+00:00,20,20,N,Low
330,20220829,11,2022-08-29 11:00:00+00:00,20,40,N,Mid
330,20220829,12,2022-08-29 12:00:00+00:00,360,50,N,Mid
330,20220829,13,2022-08-29 13:00:00+00:00,20,50,N,Mid
330,20220829,14,2022-08-29 14:00:00+00:00,20,70,N,Mid
330,20220829,15,2022-08-29 15:00:00+00:00,10,70,N,Mid
330,20220829,16,2022-08-29 16:00:00+00:00,20,70,N,Mid
330,20220829,17,2022-08-29 17:00:00+00:00,20,80,N,High
330,20220829,18,2022-08-29 18:00:00+00:00,10,80,N,High
330,20220829,19,2022-08-29 19:00:00+00:00,20,80,N,High
330,20220829,20,2022-08-29 20:00:00+00:00,50,70,NE,Mid
330,20220829,21,2022-08-29 21:00:00+00:00,50,70,NE,Mid
330,20220829,22,2022-08-29 22:00:00+00:00,40,80,NE,High
330,20220829,23,2022-08-29 23:00:00+00:00,40,70,NE,Mid
330,20220829,24,2022-08-30 00:00:00+00:00,40,60,NE,Mid
330,20220830,1,2022-08-30 01:00:00+00:00,50,60,NE,Mid
330,20220830,2,2022-08-30 02:00:00+00:00,60,50,NE,Mid
330,20220830,3,2022-08-30 03:00:00+00:00,70,50,E,Mid
330,20220830,4,2022-08-30 04:00:00+00:00,60,50,NE,Mid
330,20220830,5,2022-08-30 05:00:00+00:00,50,40,NE,Mid
330,20220830,6,2022-08-30 06:00:00+00:00,50,50,NE,Mid
330,20220830,7,2022-08-30 07:00:00+00:00,60,60,NE,Mid
330,20220830,8,2022-08-30 08:00:00+00:00,70,60,E,Mid
330,20220830,9,2022-08-30 09:00:00+00:00,70,80,E,High
330,20220830,10,2022-08-30 10:00:00+00:00,70,80,E,High
330,20220830,11,2022-08-30 11:00:00+00:00,60,80,NE,High
330,20220830,12,2022-08-30 12:00:00+00:00,50,80,NE,High
330,20220830,13,2022-08-30 13:00:00+00:00,40,80,NE,High
330,20220830,14,2022-08-30 14:00:00+00:00,20,90,N,High
330,20220830,15,2022-08-30 15:00:00+00:00,20,100,N,High
330,20220830,16,2022-08-30 16:00:00+00:00,10,110,N,Extreme
330,20220830,17,2022-08-30 17:00:00+00:00,10,120,N,Extreme
330,20220830,18,2022-08-30 18:00:00+00:00,10,120,N,Extreme
330,20220830,19,2022-08-30 19:00:00+00:00,30,100,NE,High
330,20220830,20,2022-08-30 20:00:00+00:00,30,110,NE,Extreme
330,20220830,21,2022-08-30 21:00:00+00:00,40,120,NE,Extreme
330,20220830,22,2022-08-30 22:00:00+00:00,40,100,NE,High
330,20220830,23,2022-08-30 23:00:00+00:00,50,80,NE,High
330,20220830,24,2022-08-31 00:00:00+00:00,50,80,NE,High
330,20220831,1,2022-08-31 01:00:00+00:00,50,70,NE,Mid
330,20220831,2,2022-08-31 02:00:00+00:00,60,60,NE,Mid
330,20220831,3,2022-08-31 03:00:00+00:00,60,60,NE,Mid
330,20220831,4,2022-08-31 04:00:00+00:00,60,60,NE,Mid
330,20220831,5,2022-08-31 05:00:00+00:00,60,70,NE,Mid
330,20220831,6,2022-08-31 06:00:00+00:00,50,80,NE,High
330,20220831,7,2022-08-31 07:00:00+00:00,50,80,NE,High
330,20220831,8,2022-08-31 08:00:00+00:00,50,80,NE,High
330,20220831,9,2022-08-31 09:00:00+00:00,50,80,NE,High
330,20220831,10,2022-08-31 10:00:00+00:00,50,90,NE,High
330,20220831,11,2022-08-31 11:00:00+00:00,50,90,NE,High
330,20220831,12,2022-08-31 12:00:00+00:00,50,80,NE,High
330,20220831,13,2022-08-31 13:00:00+00:00,50,80,NE,High
330,20220831,14,2022-08-31 14:00:00+00:00,50,80,NE,High
330,20220831,15,2022-08-31 15:00:00+00:00,40,80,NE,High
330,20220831,16,2022-08-31 16:00:00+00:00,40,80,NE,High
330,20220831,17,2022-08-31 17:00:00+00:00,40,90,NE,High
330,20220831,18,2022-08-31 18:00:00+00:00,40,90,NE,High
330,20220831,19,2022-08-31 19:00:00+00:00,40,80,NE,High
330,20220831,20,2022-08-31 20:00:00+00:00,50,90,NE,High
330,20220831,21,2022-08-31 21:00:00+00:00,50,80,NE,High
330,20220831,22,2022-08-31 22:00:00+00:00,60,90,NE,High
330,20220831,23,2022-08-31 23:00:00+00:00,70,90,E,High
330,20220831,24,2022-09-01 00:00:00+00:00,70,80,E,High
330,20220901,1,2022-09-01 01:00:00+00:00,70,70,E,Mid
330,20220901,2,2022-09-01 02:00:00+00:00,60,60,NE,Mid
330,20220901,3,2022-09-01 03:00:00+00:00,70,60,E,Mid
330,20220901,4,2022-09-01 04:00:00+00:00,80,70,E,Mid
330,20220901,5,2022-09-01 05:00:00+00:00,80,60,E,Mid
330,20220901,6,2022-09-01 06:00:00+00:00,80,60,E,Mid
330,20220901,7,2022-09-01 07:00:00+00:00,90,70,E,Mid
330,20220901,8,2022-09-01 08:00:00+00:00,90,70,E,Mid
330,20220901,9,2022-09-01 09:00:00+00:00,90,70,E,Mid
330,20220901,10,2022-09-01 10:00:00+00:00,90,70,E,Mid
330,20220901,11,2022-09-01 11:00:00+00:00,90,60,E,Mid
330,20220901,12,2022-09-01 12:00:00+00:00,80,60,E,Mid
330,20220901,13,2022-09-01 13:00:00+00:00,80,60,E,Mid
330,20220901,14,2022-09-01 14:00:00+00:00,90,50,E,Mid
330,20220901,15,2022-09-01 15:00:00+00:00,90,40,E,Mid
330,20220901,16,2022-09-01 16:00:00+00:00,110,50,E,Mid
330,20220901,17,2022-09-01 17:00:00+00:00,110,40,E,Mid
330,20220901,18,2022-09-01 18:00:00+00:00,90,40,E,Mid
330,20220901,19,2022-09-01 19:00:00+00:00,40,40,NE,Mid
330,20220901,20,2022-09-01 20:00:00+00:00,50,60,NE,Mid
330,20220901,21,2022-09-01 21:00:00+00:00,70,50,E,Mid
330,20220901,22,2022-09-01 22:00:00+00:00,70,60,E,Mid
330,20220901,23,2022-09-01 23:00:00+00:00,80,60,E,Mid
330,20220901,24,2022-09-02 00:00:00+00:00,90,50,E,Mid
330,20220902,1,2022-09-02 01:00:00+00:00,90,60,E,Mid
330,20220902,2,2022-09-02 02:00:00+00:00,100,70,E,Mid
330,20220902,3,2022-09-02 03:00:00+00:00,100,60,E,Mid
330,20220902,4,2022-09-02 04:00:00+00:00,100,60,E,Mid
330,20220902,5,2022-09-02 05:00:00+00:00,100,70,E,Mid
330,20220902,6,2022-09-02 06:00:00+00:00,100,70,E,Mid
330,20220902,7,2022-09-02 07:00:00+00:00,110,70,E,Mid
330,20220902,8,2022-09-02 08:00:00+00:00,110,70,E,Mid
330,20220902,9,2022-09-02 09:00:00+00:00,110,70,E,Mid
330,20220902,10,2022-09-02 10:00:00+00:00,120,60,SE,Mid
330,20220902,11,2022-09-02 11:00:00+00:00,120,60,SE,Mid
330,20220902,12,2022-09-02 12:00:00+00:00,110,50,E,Mid
330,20220902,13,2022-09-02 13:00:00+00:00,110,70,E,Mid
330,20220902,14,2022-09-02 14:00:00+00:00,120,70,SE,Mid
330,20220902,15,2022-09-02 15:00:00+00:00,110,70,E,Mid
330,20220902,16,2022-09-02 16:00:00+00:00,90,70,E,Mid
330,20220902,17,2022-09-02 17:00:00+00:00,90,70,E,Mid
330,20220902,18,2022-09-02 18:00:00+00:00,80,60,E,Mid
330,20220902,19,2022-09-02 19:00:00+00:00,80,60,E,Mid
330,20220902,20,2022-09-02 20:00:00+00:00,90,60,E,Mid
330,20220902,21,2022-09-02 21:00:00+00:00,100,60,E,Mid
330,20220902,22,2022-09-02 22:00:00+00:00,100,60,E,Mid
330,20220902,23,2022-09-02 23:00:00+00:00,90,70,E,Mid
330,20220902,24,2022-09-03 00:00:00+00:00,100,70,E,Mid
330,20220903,1,2022-09-03 01:00:00+00:00,100,70,E,Mid
330,20220903,2,2022-09-03 02:00:00+00:00,100,70,E,Mid
330,20220903,3,2022-09-03 03:00:00+00:00,100,60,E,Mid
330,20220903,4,2022-09-03 04:00:00+00:00,100,40,E,Mid
330,20220903,5,2022-09-03 05:00:00+00:00,100,50,E,Mid
330,20220903,6,2022-09-03 06:00:00+00:00,110,50,E,Mid
330,20220903,7,2022-09-03 07:00:00+00:00,110,50,E,Mid
330,20220903,8,2022-09-03 08:00:00+00:00,120,50,SE,Mid
330,20220903,9,2022-09-03 09:00:00+00:00,120,40,SE,Mid
330,20220903,10,2022-09-03 10:00:00+00:00,120,40,SE,Mid
330,20220903,11,2022-09-03 11:00:00+00:00,110,40,E,Mid
330,20220903,12,2022-09-03 12:00:00+00:00,130,30,SE,Low
330,20220903,13,2022-09-03 13:00:00+00:00,160,10,S,Low
330,20220903,14,2022-09-03 14:00:00+00:00,340,30,N,Low
330,20220903,15,2022-09-03 15:00:00+00:00,340,50,N,Mid
330,20220903,16,2022-09-03 16:00:00+00:00,350,50,N,Mid
330,20220903,17,2022-09-03 17:00:00+00:00,340,50,N,Mid
330,20220903,18,2022-09-03 18:00:00+00:00,340,40,N,Mid
330,20220903,19,2022-09-03 19:00:00+00:00,330,30,NW,Low
330,20220903,20,2022-09-03 20:00:00+00:00,360,30,N,Low
330,20220903,21,2022-09-03 21:00:00+00:00,180,20,S,Low
330,20220903,22,2022-09-03 22:00:00+00:00,190,10,S,Low
330,20220903,23,2022-09-03 23:00:00+00:00,170,20,S,Low
330,20220903,24,2022-09-04 00:00:00+00:00,170,20,S,Low
330,20220904,1,2022-09-04 01:00:00+00:00,170,20,S,Low
330,20220904,2,2022-09-04 02:00:00+00:00,230,20,SW,Low
330,20220904,3,2022-09-04 03:00:00+00:00,150,20,SE,Low
330,20220904,4,2022-09-04 04:00:00+00:00,170,40,S,Mid
330,20220904,5,2022-09-04 05:00:00+00:00,180,30,S,Low
330,20220904,6,2022-09-04 06:00:00+00:00,180,30,S,Low
330,20220904,7,2022-09-04 07:00:00+00:00,190,40,S,Mid
330,20220904,8,2022-09-04 08:00:00+00:00,160,20,S,Low
330,20220904,9,2022-09-04 09:00:00+00:00,130,20,SE,Low
330,20220904,10,2022-09-04 10:00:00+00:00,990,10,N,Low
330,20220904,11,2022-09-04 11:00:00+00:00,340,20,N,Low
330,20220904,12,2022-09-04 12:00:00+00:00,320,30,NW,Low
330,20220904,13,2022-09-04 13:00:00+00:00,320,30,NW,Low
330,20220904,14,2022-09-04 14:00:00+00:00,10,40,N,Mid
330,20220904,15,2022-09-04 15:00:00+00:00,20,40,N,Mid
330,20220904,16,2022-09-04 16:00:00+00:00,40,50,NE,Mid
330,20220904,17,2022-09-04 17:00:00+00:00,40,60,NE,Mid
330,20220904,18,2022-09-04 18:00:00+00:00,40,60,NE,Mid
330,20220904,19,2022-09-04 19:00:00+00:00,50,50,NE,Mid
330,20220904,20,2022-09-04 20:00:00+00:00,60,40,NE,Mid
330,20220904,21,2022-09-04 21:00:00+00:00,70,20,E,Low
330,20220904,22,2022-09-04 22:00:00+00:00,110,20,E,Low
330,20220904,23,2022-09-04 23:00:00+00:00,120,30,SE,Low
330,20220904,24,2022-09-05 00:00:00+00:00,120,40,SE,Mid
330,20220905,1,2022-09-05 01:00:00+00:00,110,50,E,Mid
330,20220905,2,2022-09-05 02:00:00+00:00,110,50,E,Mid
330,20220905,3,2022-09-05 03:00:00+00:00,120,40,SE,Mid
330,20220905,4,2022-09-05 04:00:00+00:00,110,40,E,Mid
330,20220905,5,2022-09-05 05:00:00+00:00,120,50,SE,Mid
330,20220905,6,2022-09-05 06:00:00+00:00,130,60,SE,Mid
330,20220905,7,2022-09-05 07:00:00+00:00,150,60,SE,Mid
330,20220905,8,2022-09-05 08:00:00+00:00,150,60,SE,Mid
330,20220905,9,2022-09-05 09:00:00+00:00,180,60,S,Mid
330,20220905,10,2022-09-05 10:00:00+00:00,170,50,S,Mid
330,20220905,11,2022-09-05 11:00:00+00:00,200,40,S,Mid
330,20220905,12,2022-09-05 12:00:00+00:00,170,40,S,Mid
330,20220905,13,2022-09-05 13:00:00+00:00,260,40,W,Mid
330,20220905,14,2022-09-05 14:00:00+00:00,270,30,W,Low
330,20220905,15,2022-09-05 15:00:00+00:00,320,20,NW,Low
330,20220905,16,2022-09-05 16:00:00+00:00,290,40,W,Mid
330,20220905,17,2022-09-05 17:00:00+00:00,10,30,N,Low
330,20220905,18,2022-09-05 18:00:00+00:00,340,30,N,Low
330,20220905,19,2022-09-05 19:00:00+00:00,30,50,NE,Mid
330,20220905,20,2022-09-05 20:00:00+00:00,50,70,NE,Mid
330,20220905,21,2022-09-05 21:00:00+00:00,120,80,SE,High
330,20220905,22,2022-09-05 22:00:00+00:00,100,80,E,High
330,20220905,23,2022-09-05 23:00:00+00:00,120,80,SE,High
330,20220905,24,2022-09-06 00:00:00+00:00,180,80,S,High
330,20220906,1,2022-09-06 01:00:00+00:00,140,90,SE,High
330,20220906,2,2022-09-06 02:00:00+00:00,90,50,E,Mid
330,20220906,3,2022-09-06 03:00:00+00:00,170,60,S,Mid
330,20220906,4,2022-09-06 04:00:00+00:00,290,50,W,Mid
330,20220906,5,2022-09-06 05:00:00+00:00,110,20,E,Low
330,20220906,6,2022-09-06 06:00:00+00:00,130,40,SE,Mid
330,20220906,7,2022-09-06 07:00:00+00:00,140,60,SE,Mid
330,20220906,8,2022-09-06 08:00:00+00:00,150,70,SE,Mid
330,20220906,9,2022-09-06 09:00:00+00:00,180,60,S,Mid
330,20220906,10,2022-09-06 10:00:00+00:00,210,60,SW,Mid
330,20220906,11,2022-09-06 11:00:00+00:00,230,60,SW,Mid
330,20220906,12,2022-09-06 12:00:00+00:00,250,60,W,Mid
330,20220906,13,2022-09-06 13:00:00+00:00,270,40,W,Mid
330,20220906,14,2022-09-06 14:00:00+00:00,300,30,NW,Low
330,20220906,15,2022-09-06 15:00:00+00:00,10,20,N,Low
330,20220906,16,2022-09-06 16:00:00+00:00,10,20,N,Low
330,20220906,17,2022-09-06 17:00:00+00:00,30,20,NE,Low
330,20220906,18,2022-09-06 18:00:00+00:00,40,30,NE,Low
330,20220906,19,2022-09-06 19:00:00+00:00,30,40,NE,Mid
330,20220906,20,2022-09-06 20:00:00+00:00,60,40,NE,Mid
330,20220906,21,2022-09-06 21:00:00+00:00,280,30,W,Low
330,20220906,22,2022-09-06 22:00:00+00:00,290,70,W,Mid
330,20220906,23,2022-09-06 23:00:00+00:00,20,50,N,Mid
330,20220906,24,2022-09-07 00:00:00+00:00,60,60,NE,Mid
330,20220907,1,2022-09-07 01:00:00+00:00,110,50,E,Mid
330,20220907,2,2022-09-07 02:00:00+00:00,110,60,E,Mid
330,20220907,3,2022-09-07 03:00:00+00:00,130,70,SE,Mid
330,20220907,4,2022-09-07 04:00:00+00:00,180,60,S,Mid
330,20220907,5,2022-09-07 05:00:00+00:00,160,60,S,Mid
330,20220907,6,2022-09-07 06:00:00+00:00,180,60,S,Mid
330,20220907,7,2022-09-07 07:00:00+00:00,180,60,S,Mid
330,20220907,8,2022-09-07 08:00:00+00:00,180,60,S,Mid
330,20220907,9,2022-09-07 09:00:00+00:00,190,70,S,Mid
330,20220907,10,2022-09-07 10:00:00+00:00,190,70,S,Mid
330,20220907,11,2022-09-07 11:00:00+00:00,200,70,S,Mid
330,20220907,12,2022-09-07 12:00:00+00:00,200,60,S,Mid
330,20220907,13,2022-09-07 13:00:00+00:00,260,60,W,Mid
330,20220907,14,2022-09-07 14:00:00+00:00,260,40,W,Mid
330,20220907,15,2022-09-07 15:00:00+00:00,290,30,W,Low
330,20220907,16,2022-09-07 16:00:00+00:00,340,20,N,Low
330,20220907,17,2022-09-07 17:00:00+00:00,20,20,N,Low
330,20220907,18,2022-09-07 18:00:00+00:00,170,30,S,Low
330,20220907,19,2022-09-07 19:00:00+00:00,160,40,S,Mid
330,20220907,20,2022-09-07 20:00:00+00:00,160,60,S,Mid
330,20220907,21,2022-09-07 21:00:00+00:00,80,40,E,Mid
330,20220907,22,2022-09-07 22:00:00+00:00,110,40,E,Mid
330,20220907,23,2022-09-07 23:00:00+00:00,120,30,SE,Low
330,20220907,24,2022-09-08 00:00:00+00:00,120,40,SE,Mid
330,20220908,1,2022-09-08 01:00:00+00:00,170,50,S,Mid
330,20220908,2,2022-09-08 02:00:00+00:00,190,50,S,Mid
330,20220908,3,2022-09-08 03:00:00+00:00,210,60,SW,Mid
330,20220908,4,2022-09-08 04:00:00+00:00,190,60,S,Mid
330,20220908,5,2022-09-08 05:00:00+00:00,190,60,S,Mid
330,20220908,6,2022-09-08 06:00:00+00:00,190,50,S,Mid
330,20220908,7,2022-09-08 07:00:00+00:00,190,60,S,Mid
330,20220908,8,2022-09-08 08:00:00+00:00,200,70,S,Mid
330,20220908,9,2022-09-08 09:00:00+00:00,190,80,S,High
330,20220908,10,2022-09-08 10:00:00+00:00,210,80,SW,High
330,20220908,11,2022-09-08 11:00:00+00:00,200,80,S,High
330,20220908,12,2022-09-08 12:00:00+00:00,200,70,S,Mid
330,20220908,13,2022-09-08 13:00:00+00:00,200,70,S,Mid
330,20220908,14,2022-09-08 14:00:00+00:00,200,70,S,Mid
330,20220908,15,2022-09-08 15:00:00+00:00,240,70,SW,Mid
330,20220908,16,2022-09-08 16:00:00+00:00,210,50,SW,Mid
330,20220908,17,2022-09-08 17:00:00+00:00,200,50,S,Mid
330,20220908,18,2022-09-08 18:00:00+00:00,160,50,S,Mid
330,20220908,19,2022-09-08 19:00:00+00:00,150,50,SE,Mid
330,20220908,20,2022-09-08 20:00:00+00:00,190,50,S,Mid
330,20220908,21,2022-09-08 21:00:00+00:00,180,60,S,Mid
330,20220908,22,2022-09-08 22:00:00+00:00,180,60,S,Mid
330,20220908,23,2022-09-08 23:00:00+00:00,180,70,S,Mid
330,20220908,24,2022-09-09 00:00:00+00:00,210,50,SW,Mid
330,20220909,1,2022-09-09 01:00:00+00:00,180,50,S,Mid
330,20220909,2,2022-09-09 02:00:00+00:00,170,70,S,Mid
330,20220909,3,2022-09-09 03:00:00+00:00,170,80,S,High
330,20220909,4,2022-09-09 04:00:00+00:00,170,80,S,High
330,20220909,5,2022-09-09 05:00:00+00:00,160,80,S,High
330,20220909,6,2022-09-09 06:00:00+00:00,170,90,S,High
330,20220909,7,2022-09-09 07:00:00+00:00,170,90,S,High
330,20220909,8,2022-09-09 08:00:00+00:00,170,80,S,High
330,20220909,9,2022-09-09 09:00:00+00:00,170,90,S,High
330,20220909,10,2022-09-09 10:00:00+00:00,190,80,S,High
330,20220909,11,2022-09-09 11:00:00+00:00,180,100,S,High
330,20220909,12,2022-09-09 12:00:00+00:00,190,100,S,High
330,20220909,13,2022-09-09 13:00:00+00:00,210,80,SW,High
330,20220909,14,2022-09-09 14:00:00+00:00,220,70,SW,Mid
330,20220909,15,2022-09-09 15:00:00+00:00,220,60,SW,Mid
330,20220909,16,2022-09-09 16:00:00+00:00,240,70,SW,Mid
330,20220909,17,2022-09-09 17:00:00+00:00,260,60,W,Mid
330,20220909,18,2022-09-09 18:00:00+00:00,230,70,SW,Mid
330,20220909,19,2022-09-09 19:00:00+00:00,250,70,W,Mid
330,20220909,20,2022-09-09 20:00:00+00:00,240,60,SW,Mid
330,20220909,21,2022-09-09 21:00:00+00:00,210,50,SW,Mid
330,20220909,22,2022-09-09 22:00:00+00:00,210,60,SW,Mid
330,20220909,23,2022-09-09 23:00:00+00:00,190,50,S,Mid
330,20220909,24,2022-09-10 00:00:00+00:00,190,60,S,Mid
330,20220910,1,2022-09-10 01:00:00+00:00,260,50,W,Mid
330,20220910,2,2022-09-10 02:00:00+00:00,270,70,W,Mid
330,20220910,3,2022-09-10 03:00:00+00:00,290,70,W,Mid
330,20220910,4,2022-09-10 04:00:00+00:00,270,80,W,High
330,20220910,5,2022-09-10 05:00:00+00:00,330,80,NW,High
330,20220910,6,2022-09-10 06:00:00+00:00,330,80,NW,High
330,20220910,7,2022-09-10 07:00:00+00:00,340,80,N,High
330,20220910,8,2022-09-10 08:00:00+00:00,360,80,N,High
330,20220910,9,2022-09-10 09:00:00+00:00,350,70,N,Mid
330,20220910,10,2022-09-10 10:00:00+00:00,350,60,N,Mid
330,20220910,11,2022-09-10 11:00:00+00:00,350,60,N,Mid
330,20220910,12,2022-09-10 12:00:00+00:00,340,60,N,Mid
330,20220910,13,2022-09-10 13:00:00+00:00,340,60,N,Mid
330,20220910,14,2022-09-10 14:00:00+00:00,340,60,N,Mid
330,20220910,15,2022-09-10 15:00:00+00:00,330,60,NW,Mid
330,20220910,16,2022-09-10 16:00:00+00:00,330,60,NW,Mid
330,20220910,17,2022-09-10 17:00:00+00:00,350,60,N,Mid
330,20220910,18,2022-09-10 18:00:00+00:00,330,60,NW,Mid
330,20220910,19,2022-09-10 19:00:00+00:00,350,70,N,Mid
330,20220910,20,2022-09-10 20:00:00+00:00,360,70,N,Mid
330,20220910,21,2022-09-10 21:00:00+00:00,360,60,N,Mid
330,20220910,22,2022-09-10 22:00:00+00:00,360,60,N,Mid
330,20220910,23,2022-09-10 23:00:00+00:00,350,60,N,Mid
330,20220910,24,2022-09-11 00:00:00+00:00,70,20,E,Low
330,20220911,1,2022-09-11 01:00:00+00:00,90,20,E,Low
330,20220911,2,2022-09-11 02:00:00+00:00,120,10,SE,Low
330,20220911,3,2022-09-11 03:00:00+00:00,70,20,E,Low
330,20220911,4,2022-09-11 04:00:00+00:00,70,10,E,Low
330,20220911,5,2022-09-11 05:00:00+00:00,80,20,E,Low
330,20220911,6,2022-09-11 06:00:00+00:00,80,20,E,Low
330,20220911,7,2022-09-11 07:00:00+00:00,130,20,SE,Low
330,20220911,8,2022-09-11 08:00:00+00:00,160,10,S,Low
330,20220911,9,2022-09-11 09:00:00+00:00,140,10,SE,Low
330,20220911,10,2022-09-11 10:00:00+00:00,0,10,Null,Low
330,20220911,11,2022-09-11 11:00:00+00:00,330,10,NW,Low
330,20220911,12,2022-09-11 12:00:00+00:00,320,20,NW,Low
330,20220911,13,2022-09-11 13:00:00+00:00,350,30,N,Low
330,20220911,14,2022-09-11 14:00:00+00:00,330,30,NW,Low
330,20220911,15,2022-09-11 15:00:00+00:00,350,30,N,Low
330,20220911,16,2022-09-11 16:00:00+00:00,360,20,N,Low
330,20220911,17,2022-09-11 17:00:00+00:00,30,20,NE,Low
330,20220911,18,2022-09-11 18:00:00+00:00,60,30,NE,Low
330,20220911,19,2022-09-11 19:00:00+00:00,50,20,NE,Low
330,20220911,20,2022-09-11 20:00:00+00:00,100,20,E,Low
330,20220911,21,2022-09-11 21:00:00+00:00,150,20,SE,Low
330,20220911,22,2022-09-11 22:00:00+00:00,130,30,SE,Low
330,20220911,23,2022-09-11 23:00:00+00:00,150,30,SE,Low
330,20220911,24,2022-09-12 00:00:00+00:00,160,40,S,Mid
330,20220912,1,2022-09-12 01:00:00+00:00,170,50,S,Mid
330,20220912,2,2022-09-12 02:00:00+00:00,150,50,SE,Mid
330,20220912,3,2022-09-12 03:00:00+00:00,150,50,SE,Mid
330,20220912,4,2022-09-12 04:00:00+00:00,150,40,SE,Mid
330,20220912,5,2022-09-12 05:00:00+00:00,160,40,S,Mid
330,20220912,6,2022-09-12 06:00:00+00:00,150,40,SE,Mid
330,20220912,7,2022-09-12 07:00:00+00:00,180,40,S,Mid
330,20220912,8,2022-09-12 08:00:00+00:00,180,50,S,Mid
330,20220912,9,2022-09-12 09:00:00+00:00,200,60,S,Mid
330,20220912,10,2022-09-12 10:00:00+00:00,180,60,S,Mid
330,20220912,11,2022-09-12 11:00:00+00:00,200,60,S,Mid
330,20220912,12,2022-09-12 12:00:00+00:00,200,60,S,Mid
330,20220912,13,2022-09-12 13:00:00+00:00,180,50,S,Mid
330,20220912,14,2022-09-12 14:00:00+00:00,180,50,S,Mid
330,20220912,15,2022-09-12 15:00:00+00:00,190,50,S,Mid
330,20220912,16,2022-09-12 16:00:00+00:00,170,50,S,Mid
330,20220912,17,2022-09-12 17:00:00+00:00,180,40,S,Mid
330,20220912,18,2022-09-12 18:00:00+00:00,320,30,NW,Low
330,20220912,19,2022-09-12 19:00:00+00:00,320,10,NW,Low
330,20220912,20,2022-09-12 20:00:00+00:00,160,10,S,Low
330,20220912,21,2022-09-12 21:00:00+00:00,190,10,S,Low
330,20220912,22,2022-09-12 22:00:00+00:00,230,20,SW,Low
330,20220912,23,2022-09-12 23:00:00+00:00,210,10,SW,Low
330,20220912,24,2022-09-13 00:00:00+00:00,210,20,SW,Low
330,20220913,1,2022-09-13 01:00:00+00:00,260,20,W,Low
330,20220913,2,2022-09-13 02:00:00+00:00,290,30,W,Low
330,20220913,3,2022-09-13 03:00:00+00:00,300,40,NW,Mid
330,20220913,4,2022-09-13 04:00:00+00:00,320,40,NW,Mid
330,20220913,5,2022-09-13 05:00:00+00:00,320,40,NW,Mid
330,20220913,6,2022-09-13 06:00:00+00:00,340,30,N,Low
330,20220913,7,2022-09-13 07:00:00+00:00,360,50,N,Mid
330,20220913,8,2022-09-13 08:00:00+00:00,360,50,N,Mid
330,20220913,9,2022-09-13 09:00:00+00:00,10,40,N,Mid
330,20220913,10,2022-09-13 10:00:00+00:00,10,60,N,Mid
330,20220913,11,2022-09-13 11:00:00+00:00,20,60,N,Mid
330,20220913,12,2022-09-13 12:00:00+00:00,20,60,N,Mid
330,20220913,13,2022-09-13 13:00:00+00:00,20,60,N,Mid
330,20220913,14,2022-09-13 14:00:00+00:00,10,60,N,Mid
330,20220913,15,2022-09-13 15:00:00+00:00,10,50,N,Mid
330,20220913,16,2022-09-13 16:00:00+00:00,10,50,N,Mid
330,20220913,17,2022-09-13 17:00:00+00:00,10,60,N,Mid
330,20220913,18,2022-09-13 18:00:00+00:00,30,70,NE,Mid
330,20220913,19,2022-09-13 19:00:00+00:00,30,60,NE,Mid
330,20220913,20,2022-09-13 20:00:00+00:00,60,60,NE,Mid
330,20220913,21,2022-09-13 21:00:00+00:00,60,50,NE,Mid
330,20220913,22,2022-09-13 22:00:00+00:00,70,40,E,Mid
330,20220913,23,2022-09-13 23:00:00+00:00,80,30,E,Low
330,20220913,24,2022-09-14 00:00:00+00:00,70,30,E,Low
330,20220914,1,2022-09-14 01:00:00+00:00,60,30,NE,Low
330,20220914,2,2022-09-14 02:00:00+00:00,60,40,NE,Mid
330,20220914,3,2022-09-14 03:00:00+00:00,70,40,E,Mid
330,20220914,4,2022-09-14 04:00:00+00:00,90,40,E,Mid
330,20220914,5,2022-09-14 05:00:00+00:00,100,30,E,Low
330,20220914,6,2022-09-14 06:00:00+00:00,100,30,E,Low
330,20220914,7,2022-09-14 07:00:00+00:00,100,30,E,Low
330,20220914,8,2022-09-14 08:00:00+00:00,80,20,E,Low
330,20220914,9,2022-09-14 09:00:00+00:00,90,30,E,Low
330,20220914,10,2022-09-14 10:00:00+00:00,70,30,E,Low
330,20220914,11,2022-09-14 11:00:00+00:00,90,20,E,Low
330,20220914,12,2022-09-14 12:00:00+00:00,130,30,SE,Low
330,20220914,13,2022-09-14 13:00:00+00:00,40,20,NE,Low
330,20220914,14,2022-09-14 14:00:00+00:00,340,20,N,Low
330,20220914,15,2022-09-14 15:00:00+00:00,340,20,N,Low
330,20220914,16,2022-09-14 16:00:00+00:00,350,50,N,Mid
330,20220914,17,2022-09-14 17:00:00+00:00,360,50,N,Mid
330,20220914,18,2022-09-14 18:00:00+00:00,350,50,N,Mid
330,20220914,19,2022-09-14 19:00:00+00:00,360,40,N,Mid
330,20220914,20,2022-09-14 20:00:00+00:00,330,50,NW,Mid
330,20220914,21,2022-09-14 21:00:00+00:00,330,60,NW,Mid
330,20220914,22,2022-09-14 22:00:00+00:00,330,70,NW,Mid
