# STN,YYYYMMDD,H,Datetime,   DD,   FH,Direction,Wind_speed
330,20220531,1,2022-05-31 01:00:00+00:00,100,30,E,Low
330,20220531,2,2022-05-31 02:00:00+00:00,120,30,SE,Low
330,20220531,3,2022-05-31 03:00:00+00:00,120,30,SE,Low
330,20220531,4,2022-05-31 04:00:00+00:00,110,30,E,Low
330,20220531,5,2022-05-31 05:00:00+00:00,120,30,SE,Low
330,20220531,6,2022-05-31 06:00:00+00:00,120,30,SE,Low
330,20220531,7,2022-05-31 07:00:00+00:00,120,30,SE,Low
330,20220531,8,2022-05-31 08:00:00+00:00,150,20,SE,Low
330,20220531,9,2022-05-31 09:00:00+00:00,130,10,SE,Low
330,20220531,10,2022-05-31 10:00:00+00:00,320,20,NW,Low
330,20220531,11,2022-05-31 11:00:00+00:00,330,40,NW,Mid
330,20220531,12,2022-05-31 12:00:00+00:00,330,40,NW,Mid
330,20220531,13,2022-05-31 13:00:00+00:00,340,40,N,Mid
330,20220531,14,2022-05-31 14:00:00+00:00,300,50,NW,Mid
330,20220531,15,2022-05-31 15:00:00+00:00,310,50,NW,Mid
330,20220531,16,2022-05-31 16:00:00+00:00,10,30,N,Low
330,20220531,17,2022-05-31 17:00:00+00:00,340,20,N,Low
330,20220531,18,2022-05-31 18:00:00+00:00,190,30,S,Low
330,20220531,19,2022-05-31 19:00:00+00:00,180,30,S,Low
330,20220531,20,2022-05-31 20:00:00+00:00,220,40,SW,Mid
330,20220531,21,2022-05-31 21:00:00+00:00,220,40,SW,Mid
330,20220531,22,2022-05-31 22:00:00+00:00,200,40,S,Mid
330,20220531,23,2022-05-31 23:00:00+00:00,130,30,SE,Low
330,20220531,24,2022-06-01 00:00:00+00:00,150,30,SE,Low
330,20220601,1,2022-06-01 01:00:00+00:00,220,30,SW,Low
330,20220601,2,2022-06-01 02:00:00+00:00,270,70,W,Mid
330,20220601,3,2022-06-01 03:00:00+00:00,270,90,W,High
330,20220601,4,2022-06-01 04:00:00+00:00,280,80,W,High
330,20220601,5,2022-06-01 05:00:00+00:00,280,60,W,Mid
330,20220601,6,2022-06-01 06:00:00+00:00,290,50,W,Mid
330,20220601,7,2022-06-01 07:00:00+00:00,280,40,W,Mid
330,20220601,8,2022-06-01 08:00:00+00:00,260,50,W,Mid
330,20220601,9,2022-06-01 09:00:00+00:00,280,60,W,Mid
330,20220601,10,2022-06-01 10:00:00+00:00,270,70,W,Mid
330,20220601,11,2022-06-01 11:00:00+00:00,270,80,W,High
330,20220601,12,2022-06-01 12:00:00+00:00,280,80,W,High
330,20220601,13,2022-06-01 13:00:00+00:00,280,80,W,High
330,20220601,14,2022-06-01 14:00:00+00:00,280,80,W,High
330,20220601,15,2022-06-01 15:00:00+00:00,280,80,W,High
330,20220601,16,2022-06-01 16:00:00+00:00,300,80,NW,High
330,20220601,17,2022-06-01 17:00:00+00:00,320,70,NW,Mid
330,20220601,18,2022-06-01 18:00:00+00:00,310,60,NW,Mid
330,20220601,19,2022-06-01 19:00:00+00:00,310,60,NW,Mid
330,20220601,20,2022-06-01 20:00:00+00:00,320,60,NW,Mid
330,20220601,21,2022-06-01 21:00:00+00:00,330,50,NW,Mid
330,20220601,22,2022-06-01 22:00:00+00:00,320,40,NW,Mid
330,20220601,23,2022-06-01 23:00:00+00:00,330,40,NW,Mid
330,20220601,24,2022-06-02 00:00:00+00:00,340,40,N,Mid
330,20220602,1,2022-06-02 01:00:00+00:00,340,40,N,Mid
330,20220602,2,2022-06-02 02:00:00+00:00,350,30,N,Low
330,20220602,3,2022-06-02 03:00:00+00:00,340,30,N,Low
330,20220602,4,2022-06-02 04:00:00+00:00,360,30,N,Low
330,20220602,5,2022-06-02 05:00:00+00:00,350,20,N,Low
330,20220602,6,2022-06-02 06:00:00+00:00,10,30,N,Low
330,20220602,7,2022-06-02 07:00:00+00:00,10,30,N,Low
330,20220602,8,2022-06-02 08:00:00+00:00,360,20,N,Low
330,20220602,9,2022-06-02 09:00:00+00:00,350,20,N,Low
330,20220602,10,2022-06-02 10:00:00+00:00,360,40,N,Mid
330,20220602,11,2022-06-02 11:00:00+00:00,360,50,N,Mid
330,20220602,12,2022-06-02 12:00:00+00:00,360,60,N,Mid
330,20220602,13,2022-06-02 13:00:00+00:00,10,70,N,Mid
330,20220602,14,2022-06-02 14:00:00+00:00,20,80,N,High
330,20220602,15,2022-06-02 15:00:00+00:00,20,90,N,High
330,20220602,16,2022-06-02 16:00:00+00:00,30,90,NE,High
330,20220602,17,2022-06-02 17:00:00+00:00,20,90,N,High
330,20220602,18,2022-06-02 18:00:00+00:00,30,90,NE,High
330,20220602,19,2022-06-02 19:00:00+00:00,30,90,NE,High
330,20220602,20,2022-06-02 20:00:00+00:00,40,100,NE,High
330,20220602,21,2022-06-02 21:00:00+00:00,50,70,NE,Mid
330,20220602,22,2022-06-02 22:00:00+00:00,50,60,NE,Mid
330,20220602,23,2022-06-02 23:00:00+00:00,50,50,NE,Mid
330,20220602,24,2022-06-03 00:00:00+00:00,60,50,NE,Mid
330,20220603,1,2022-06-03 01:00:00+00:00,70,60,E,Mid
330,20220603,2,2022-06-03 02:00:00+00:00,90,60,E,Mid
330,20220603,3,2022-06-03 03:00:00+00:00,80,50,E,Mid
330,20220603,4,2022-06-03 04:00:00+00:00,80,40,E,Mid
330,20220603,5,2022-06-03 05:00:00+00:00,70,50,E,Mid
330,20220603,6,2022-06-03 06:00:00+00:00,90,50,E,Mid
330,20220603,7,2022-06-03 07:00:00+00:00,80,60,E,Mid
330,20220603,8,2022-06-03 08:00:00+00:00,70,50,E,Mid
330,20220603,9,2022-06-03 09:00:00+00:00,60,60,NE,Mid
330,20220603,10,2022-06-03 10:00:00+00:00,50,50,NE,Mid
330,20220603,11,2022-06-03 11:00:00+00:00,90,60,E,Mid
330,20220603,12,2022-06-03 12:00:00+00:00,90,60,E,Mid
330,20220603,13,2022-06-03 13:00:00+00:00,80,50,E,Mid
330,20220603,14,2022-06-03 14:00:00+00:00,20,60,N,Mid
330,20220603,15,2022-06-03 15:00:00+00:00,20,90,N,High
330,20220603,16,2022-06-03 16:00:00+00:00,20,80,N,High
330,20220603,17,2022-06-03 17:00:00+00:00,20,80,N,High
330,20220603,18,2022-06-03 18:00:00+00:00,50,80,NE,High
330,20220603,19,2022-06-03 19:00:00+00:00,50,90,NE,High
330,20220603,20,2022-06-03 20:00:00+00:00,50,80,NE,High
330,20220603,21,2022-06-03 21:00:00+00:00,50,80,NE,High
330,20220603,22,2022-06-03 22:00:00+00:00,50,70,NE,Mid
330,20220603,23,2022-06-03 23:00:00+00:00,60,80,NE,High
330,20220603,24,2022-06-04 00:00:00+00:00,50,80,NE,High
330,20220604,1,2022-06-04 01:00:00+00:00,50,80,NE,High
330,20220604,2,2022-06-04 02:00:00+00:00,50,90,NE,High
330,20220604,3,2022-06-04 03:00:00+00:00,50,80,NE,High
330,20220604,4,2022-06-04 04:00:00+00:00,40,80,NE,High
330,20220604,5,2022-06-04 05:00:00+00:00,40,100,NE,High
330,20220604,6,2022-06-04 06:00:00+00:00,50,80,NE,High
330,20220604,7,2022-06-04 07:00:00+00:00,50,70,NE,Mid
330,20220604,8,2022-06-04 08:00:00+00:00,50,80,NE,High
330,20220604,9,2022-06-04 09:00:00+00:00,50,70,NE,Mid
330,20220604,10,2022-06-04 10:00:00+00:00,40,90,NE,High
330,20220604,11,2022-06-04 11:00:00+00:00,50,80,NE,High
330,20220604,12,2022-06-04 12:00:00+00:00,50,70,NE,Mid
330,20220604,13,2022-06-04 13:00:00+00:00,40,80,NE,High
330,20220604,14,2022-06-04 14:00:00+00:00,30,90,NE,High
330,20220604,15,2022-06-04 15:00:00+00:00,50,90,NE,High
330,20220604,16,2022-06-04 16:00:00+00:00,20,80,N,High
330,20220604,17,2022-06-04 17:00:00+00:00,20,70,N,Mid
330,20220604,18,2022-06-04 18:00:00+00:00,30,80,NE,High
330,20220604,19,2022-06-04 19:00:00+00:00,30,80,NE,High
330,20220604,20,2022-06-04 20:00:00+00:00,30,90,NE,High
330,20220604,21,2022-06-04 21:00:00+00:00,50,80,NE,High
330,20220604,22,2022-06-04 22:00:00+00:00,50,80,NE,High
330,20220604,23,2022-06-04 23:00:00+00:00,50,80,NE,High
330,20220604,24,2022-06-05 00:00:00+00:00,60,90,NE,High
330,20220605,1,2022-06-05 01:00:00+00:00,140,80,SE,High
330,20220605,2,2022-06-05 02:00:00+00:00,60,60,NE,Mid
330,20220605,3,2022-06-05 03:00:00+00:00,50,80,NE,High
330,20220605,4,2022-06-05 04:00:00+00:00,60,90,NE,High
330,20220605,5,2022-06-05 05:00:00+00:00,90,70,E,Mid
330,20220605,6,2022-06-05 06:00:00+00:00,80,50,E,Mid
330,20220605,7,2022-06-05 07:00:00+00:00,100,80,E,High
330,20220605,8,2022-06-05 08:00:00+00:00,10,50,N,Mid
330,20220605,9,2022-06-05 09:00:00+00:00,330,40,NW,Mid
330,20220605,10,2022-06-05 10:00:00+00:00,10,70,N,Mid
330,20220605,11,2022-06-05 11:00:00+00:00,30,80,NE,High
330,20220605,12,2022-06-05 12:00:00+00:00,30,80,NE,High
330,20220605,13,2022-06-05 13:00:00+00:00,330,60,NW,Mid
330,20220605,14,2022-06-05 14:00:00+00:00,350,50,N,Mid
330,20220605,15,2022-06-05 15:00:00+00:00,360,40,N,Mid
330,20220605,16,2022-06-05 16:00:00+00:00,330,60,NW,Mid
330,20220605,17,2022-06-05 17:00:00+00:00,290,50,W,Mid
330,20220605,18,2022-06-05 18:00:00+00:00,290,30,W,Low
330,20220605,19,2022-06-05 19:00:00+00:00,280,40,W,Mid
330,20220605,20,2022-06-05 20:00:00+00:00,280,60,W,Mid
330,20220605,21,2022-06-05 21:00:00+00:00,260,70,W,Mid
330,20220605,22,2022-06-05 22:00:00+00:00,260,90,W,High
330,20220605,23,2022-06-05 23:00:00+00:00,260,90,W,High
330,20220605,24,2022-06-06 00:00:00+00:00,260,90,W,High
330,20220606,1,2022-06-06 01:00:00+00:00,250,80,W,High
330,20220606,2,2022-06-06 02:00:00+00:00,250,80,W,High
330,20220606,3,2022-06-06 03:00:00+00:00,240,70,SW,Mid
330,20220606,4,2022-06-06 04:00:00+00:00,240,80,SW,High
330,20220606,5,2022-06-06 05:00:00+00:00,240,90,SW,High
330,20220606,6,2022-06-06 06:00:00+00:00,240,100,SW,High
330,20220606,7,2022-06-06 07:00:00+00:00,240,100,SW,High
330,20220606,8,2022-06-06 08:00:00+00:00,240,100,SW,High
330,20220606,9,2022-06-06 09:00:00+00:00,240,110,SW,Extreme
330,20220606,10,2022-06-06 10:00:00+00:00,240,100,SW,High
330,20220606,11,2022-06-06 11:00:00+00:00,230,100,SW,High
330,20220606,12,2022-06-06 12:00:00+00:00,250,100,W,High
330,20220606,13,2022-06-06 13:00:00+00:00,260,110,W,Extreme
330,20220606,14,2022-06-06 14:00:00+00:00,260,110,W,Extreme
330,20220606,15,2022-06-06 15:00:00+00:00,260,110,W,Extreme
330,20220606,16,2022-06-06 16:00:00+00:00,280,90,W,High
330,20220606,17,2022-06-06 17:00:00+00:00,270,80,W,High
330,20220606,18,2022-06-06 18:00:00+00:00,240,60,SW,Mid
330,20220606,19,2022-06-06 19:00:00+00:00,250,70,W,Mid
330,20220606,20,2022-06-06 20:00:00+00:00,270,70,W,Mid
330,20220606,21,2022-06-06 21:00:00+00:00,250,60,W,Mid
330,20220606,22,2022-06-06 22:00:00+00:00,250,70,W,Mid
330,20220606,23,2022-06-06 23:00:00+00:00,260,70,W,Mid
330,20220606,24,2022-06-07 00:00:00+00:00,260,70,W,Mid
330,20220607,1,2022-06-07 01:00:00+00:00,260,80,W,High
330,20220607,2,2022-06-07 02:00:00+00:00,250,70,W,Mid
330,20220607,3,2022-06-07 03:00:00+00:00,260,80,W,High
330,20220607,4,2022-06-07 04:00:00+00:00,260,70,W,Mid
330,20220607,5,2022-06-07 05:00:00+00:00,270,80,W,High
330,20220607,6,2022-06-07 06:00:00+00:00,260,70,W,Mid
330,20220607,7,2022-06-07 07:00:00+00:00,260,70,W,Mid
330,20220607,8,2022-06-07 08:00:00+00:00,270,70,W,Mid
330,20220607,9,2022-06-07 09:00:00+00:00,260,70,W,Mid
330,20220607,10,2022-06-07 10:00:00+00:00,270,60,W,Mid
330,20220607,11,2022-06-07 11:00:00+00:00,260,60,W,Mid
330,20220607,12,2022-06-07 12:00:00+00:00,270,50,W,Mid
330,20220607,13,2022-06-07 13:00:00+00:00,300,50,NW,Mid
330,20220607,14,2022-06-07 14:00:00+00:00,310,40,NW,Mid
330,20220607,15,2022-06-07 15:00:00+00:00,320,30,NW,Low
330,20220607,16,2022-06-07 16:00:00+00:00,340,20,N,Low
330,20220607,17,2022-06-07 17:00:00+00:00,330,20,NW,Low
330,20220607,18,2022-06-07 18:00:00+00:00,300,20,NW,Low
330,20220607,19,2022-06-07 19:00:00+00:00,220,40,SW,Mid
330,20220607,20,2022-06-07 20:00:00+00:00,210,30,SW,Low
330,20220607,21,2022-06-07 21:00:00+00:00,220,40,SW,Mid
330,20220607,22,2022-06-07 22:00:00+00:00,220,50,SW,Mid
330,20220607,23,2022-06-07 23:00:00+00:00,210,50,SW,Mid
330,20220607,24,2022-06-08 00:00:00+00:00,180,60,S,Mid
330,20220608,1,2022-06-08 01:00:00+00:00,190,60,S,Mid
330,20220608,2,2022-06-08 02:00:00+00:00,190,60,S,Mid
330,20220608,3,2022-06-08 03:00:00+00:00,190,60,S,Mid
330,20220608,4,2022-06-08 04:00:00+00:00,190,60,S,Mid
330,20220608,5,2022-06-08 05:00:00+00:00,180,50,S,Mid
330,20220608,6,2022-06-08 06:00:00+00:00,180,40,S,Mid
330,20220608,7,2022-06-08 07:00:00+00:00,180,50,S,Mid
330,20220608,8,2022-06-08 08:00:00+00:00,170,50,S,Mid
330,20220608,9,2022-06-08 09:00:00+00:00,180,70,S,Mid
330,20220608,10,2022-06-08 10:00:00+00:00,180,70,S,Mid
330,20220608,11,2022-06-08 11:00:00+00:00,170,90,S,High
330,20220608,12,2022-06-08 12:00:00+00:00,180,90,S,High
330,20220608,13,2022-06-08 13:00:00+00:00,200,70,S,Mid
330,20220608,14,2022-06-08 14:00:00+00:00,230,80,SW,High
330,20220608,15,2022-06-08 15:00:00+00:00,220,80,SW,High
330,20220608,16,2022-06-08 16:00:00+00:00,220,80,SW,High
330,20220608,17,2022-06-08 17:00:00+00:00,240,80,SW,High
330,20220608,18,2022-06-08 18:00:00+00:00,240,90,SW,High
330,20220608,19,2022-06-08 19:00:00+00:00,240,80,SW,High
330,20220608,20,2022-06-08 20:00:00+00:00,230,80,SW,High
330,20220608,21,2022-06-08 21:00:00+00:00,210,70,SW,Mid
330,20220608,22,2022-06-08 22:00:00+00:00,260,70,W,Mid
330,20220608,23,2022-06-08 23:00:00+00:00,260,70,W,Mid
330,20220608,24,2022-06-09 00:00:00+00:00,250,60,W,Mid
330,20220609,1,2022-06-09 01:00:00+00:00,260,70,W,Mid
330,20220609,2,2022-06-09 02:00:00+00:00,270,90,W,High
330,20220609,3,2022-06-09 03:00:00+00:00,260,80,W,High
330,20220609,4,2022-06-09 04:00:00+00:00,240,70,SW,Mid
330,20220609,5,2022-06-09 05:00:00+00:00,270,50,W,Mid
330,20220609,6,2022-06-09 06:00:00+00:00,290,50,W,Mid
330,20220609,7,2022-06-09 07:00:00+00:00,300,40,NW,Mid
330,20220609,8,2022-06-09 08:00:00+00:00,270,40,W,Mid
330,20220609,9,2022-06-09 09:00:00+00:00,280,50,W,Mid
330,20220609,10,2022-06-09 10:00:00+00:00,280,60,W,Mid
330,20220609,11,2022-06-09 11:00:00+00:00,280,70,W,Mid
330,20220609,12,2022-06-09 12:00:00+00:00,260,60,W,Mid
330,20220609,13,2022-06-09 13:00:00+00:00,270,50,W,Mid
330,20220609,14,2022-06-09 14:00:00+00:00,250,60,W,Mid
330,20220609,15,2022-06-09 15:00:00+00:00,240,50,SW,Mid
330,20220609,16,2022-06-09 16:00:00+00:00,230,60,SW,Mid
330,20220609,17,2022-06-09 17:00:00+00:00,240,70,SW,Mid
330,20220609,18,2022-06-09 18:00:00+00:00,240,60,SW,Mid
330,20220609,19,2022-06-09 19:00:00+00:00,220,70,SW,Mid
330,20220609,20,2022-06-09 20:00:00+00:00,220,70,SW,Mid
330,20220609,21,2022-06-09 21:00:00+00:00,220,80,SW,High
330,20220609,22,2022-06-09 22:00:00+00:00,220,80,SW,High
330,20220609,23,2022-06-09 23:00:00+00:00,200,70,S,Mid
330,20220609,24,2022-06-10 00:00:00+00:00,190,60,S,Mid
330,20220610,1,2022-06-10 01:00:00+00:00,200,60,S,Mid
330,20220610,2,2022-06-10 02:00:00+00:00,220,60,SW,Mid
330,20220610,3,2022-06-10 03:00:00+00:00,210,70,SW,Mid
330,20220610,4,2022-06-10 04:00:00+00:00,190,60,S,Mid
330,20220610,5,2022-06-10 05:00:00+00:00,200,70,S,Mid
330,20220610,6,2022-06-10 06:00:00+00:00,200,70,S,Mid
330,20220610,7,2022-06-10 07:00:00+00:00,200,70,S,Mid
330,20220610,8,2022-06-10 08:00:00+00:00,220,70,SW,Mid
330,20220610,9,2022-06-10 09:00:00+00:00,210,70,SW,Mid
330,20220610,10,2022-06-10 10:00:00+00:00,220,90,SW,High
330,20220610,11,2022-06-10 11:00:00+00:00,220,90,SW,High
330,20220610,12,2022-06-10 12:00:00+00:00,240,80,SW,High
330,20220610,13,2022-06-10 13:00:00+00:00,250,70,W,Mid
330,20220610,14,2022-06-10 14:00:00+00:00,240,70,SW,Mid
330,20220610,15,2022-06-10 15:00:00+00:00,230,50,SW,Mid
330,20220610,16,2022-06-10 16:00:00+00:00,220,60,SW,Mid
330,20220610,17,2022-06-10 17:00:00+00:00,220,80,SW,High
330,20220610,18,2022-06-10 18:00:00+00:00,220,80,SW,High
330,20220610,19,2022-06-10 19:00:00+00:00,220,70,SW,Mid
330,20220610,20,2022-06-10 20:00:00+00:00,220,70,SW,Mid
330,20220610,21,2022-06-10 21:00:00+00:00,230,80,SW,High
330,20220610,22,2022-06-10 22:00:00+00:00,220,80,SW,High
330,20220610,23,2022-06-10 23:00:00+00:00,220,70,SW,Mid
330,20220610,24,2022-06-11 00:00:00+00:00,220,70,SW,Mid
330,20220611,1,2022-06-11 01:00:00+00:00,240,80,SW,High
330,20220611,2,2022-06-11 02:00:00+00:00,230,80,SW,High
330,20220611,3,2022-06-11 03:00:00+00:00,230,80,SW,High
330,20220611,4,2022-06-11 04:00:00+00:00,230,70,SW,Mid
330,20220611,5,2022-06-11 05:00:00+00:00,240,70,SW,Mid
330,20220611,6,2022-06-11 06:00:00+00:00,250,60,W,Mid
330,20220611,7,2022-06-11 07:00:00+00:00,250,50,W,Mid
330,20220611,8,2022-06-11 08:00:00+00:00,240,50,SW,Mid
330,20220611,9,2022-06-11 09:00:00+00:00,230,50,SW,Mid
330,20220611,10,2022-06-11 10:00:00+00:00,220,60,SW,Mid
330,20220611,11,2022-06-11 11:00:00+00:00,230,70,SW,Mid
330,20220611,12,2022-06-11 12:00:00+00:00,240,70,SW,Mid
330,20220611,13,2022-06-11 13:00:00+00:00,250,60,W,Mid
330,20220611,14,2022-06-11 14:00:00+00:00,240,70,SW,Mid
330,20220611,15,2022-06-11 15:00:00+00:00,250,70,W,Mid
330,20220611,16,2022-06-11 16:00:00+00:00,250,70,W,Mid
330,20220611,17,2022-06-11 17:00:00+00:00,240,70,SW,Mid
330,20220611,18,2022-06-11 18:00:00+00:00,240,80,SW,High
330,20220611,19,2022-06-11 19:00:00+00:00,250,80,W,High
330,20220611,20,2022-06-11 20:00:00+00:00,250,80,W,High
330,20220611,21,2022-06-11 21:00:00+00:00,240,90,SW,High
330,20220611,22,2022-06-11 22:00:00+00:00,240,90,SW,High
330,20220611,23,2022-06-11 23:00:00+00:00,240,80,SW,High
330,20220611,24,2022-06-12 00:00:00+00:00,240,70,SW,Mid
330,20220612,1,2022-06-12 01:00:00+00:00,240,70,SW,Mid
330,20220612,2,2022-06-12 02:00:00+00:00,250,60,W,Mid
330,20220612,3,2022-06-12 03:00:00+00:00,270,60,W,Mid
330,20220612,4,2022-06-12 04:00:00+00:00,280,60,W,Mid
330,20220612,5,2022-06-12 05:00:00+00:00,280,60,W,Mid
330,20220612,6,2022-06-12 06:00:00+00:00,290,60,W,Mid
330,20220612,7,2022-06-12 07:00:00+00:00,280,60,W,Mid
330,20220612,8,2022-06-12 08:00:00+00:00,280,50,W,Mid
330,20220612,9,2022-06-12 09:00:00+00:00,280,50,W,Mid
330,20220612,10,2022-06-12 10:00:00+00:00,260,60,W,Mid
330,20220612,11,2022-06-12 11:00:00+00:00,260,60,W,Mid
330,20220612,12,2022-06-12 12:00:00+00:00,260,70,W,Mid
330,20220612,13,2022-06-12 13:00:00+00:00,270,70,W,Mid
330,20220612,14,2022-06-12 14:00:00+00:00,260,70,W,Mid
330,20220612,15,2022-06-12 15:00:00+00:00,260,60,W,Mid
330,20220612,16,2022-06-12 16:00:00+00:00,270,60,W,Mid
330,20220612,17,2022-06-12 17:00:00+00:00,270,60,W,Mid
330,20220612,18,2022-06-12 18:00:00+00:00,250,50,W,Mid
330,20220612,19,2022-06-12 19:00:00+00:00,240,50,SW,Mid
330,20220612,20,2022-06-12 20:00:00+00:00,250,50,W,Mid
330,20220612,21,2022-06-12 21:00:00+00:00,240,50,SW,Mid
330,20220612,22,2022-06-12 22:00:00+00:00,260,50,W,Mid
330,20220612,23,2022-06-12 23:00:00+00:00,300,50,NW,Mid
330,20220612,24,2022-06-13 00:00:00+00:00,290,40,W,Mid
330,20220613,1,2022-06-13 01:00:00+00:00,290,30,W,Low
330,20220613,2,2022-06-13 02:00:00+00:00,300,40,NW,Mid
330,20220613,3,2022-06-13 03:00:00+00:00,310,70,NW,Mid
330,20220613,4,2022-06-13 04:00:00+00:00,320,80,NW,High
330,20220613,5,2022-06-13 05:00:00+00:00,320,100,NW,High
330,20220613,6,2022-06-13 06:00:00+00:00,320,100,NW,High
330,20220613,7,2022-06-13 07:00:00+00:00,320,90,NW,High
330,20220613,8,2022-06-13 08:00:00+00:00,320,80,NW,High
330,20220613,9,2022-06-13 09:00:00+00:00,320,80,NW,High
330,20220613,10,2022-06-13 10:00:00+00:00,320,80,NW,High
330,20220613,11,2022-06-13 11:00:00+00:00,310,70,NW,Mid
330,20220613,12,2022-06-13 12:00:00+00:00,300,80,NW,High
330,20220613,13,2022-06-13 13:00:00+00:00,310,80,NW,High
330,20220613,14,2022-06-13 14:00:00+00:00,310,70,NW,Mid
330,20220613,15,2022-06-13 15:00:00+00:00,300,60,NW,Mid
330,20220613,16,2022-06-13 16:00:00+00:00,320,60,NW,Mid
330,20220613,17,2022-06-13 17:00:00+00:00,310,40,NW,Mid
330,20220613,18,2022-06-13 18:00:00+00:00,290,40,W,Mid
330,20220613,19,2022-06-13 19:00:00+00:00,290,30,W,Low
330,20220613,20,2022-06-13 20:00:00+00:00,290,30,W,Low
330,20220613,21,2022-06-13 21:00:00+00:00,300,30,NW,Low
330,20220613,22,2022-06-13 22:00:00+00:00,300,30,NW,Low
330,20220613,23,2022-06-13 23:00:00+00:00,260,30,W,Low
330,20220613,24,2022-06-14 00:00:00+00:00,240,30,SW,Low
330,20220614,1,2022-06-14 01:00:00+00:00,250,30,W,Low
330,20220614,2,2022-06-14 02:00:00+00:00,240,30,SW,Low
330,20220614,3,2022-06-14 03:00:00+00:00,220,20,SW,Low
330,20220614,4,2022-06-14 04:00:00+00:00,190,20,S,Low
330,20220614,5,2022-06-14 05:00:00+00:00,200,20,S,Low
330,20220614,6,2022-06-14 06:00:00+00:00,170,40,S,Mid
330,20220614,7,2022-06-14 07:00:00+00:00,190,30,S,Low
330,20220614,8,2022-06-14 08:00:00+00:00,210,20,SW,Low
330,20220614,9,2022-06-14 09:00:00+00:00,180,20,S,Low
330,20220614,10,2022-06-14 10:00:00+00:00,330,20,NW,Low
330,20220614,11,2022-06-14 11:00:00+00:00,320,40,NW,Mid
330,20220614,12,2022-06-14 12:00:00+00:00,340,40,N,Mid
330,20220614,13,2022-06-14 13:00:00+00:00,340,40,N,Mid
330,20220614,14,2022-06-14 14:00:00+00:00,340,40,N,Mid
330,20220614,15,2022-06-14 15:00:00+00:00,350,50,N,Mid
330,20220614,16,2022-06-14 16:00:00+00:00,360,60,N,Mid
330,20220614,17,2022-06-14 17:00:00+00:00,360,70,N,Mid
330,20220614,18,2022-06-14 18:00:00+00:00,20,70,N,Mid
330,20220614,19,2022-06-14 19:00:00+00:00,20,70,N,Mid
330,20220614,20,2022-06-14 20:00:00+00:00,40,70,NE,Mid
330,20220614,21,2022-06-14 21:00:00+00:00,50,70,NE,Mid
330,20220614,22,2022-06-14 22:00:00+00:00,70,40,E,Mid
330,20220614,23,2022-06-14 23:00:00+00:00,70,40,E,Mid
330,20220614,24,2022-06-15 00:00:00+00:00,70,40,E,Mid
330,20220615,1,2022-06-15 01:00:00+00:00,80,40,E,Mid
330,20220615,2,2022-06-15 02:00:00+00:00,80,50,E,Mid
330,20220615,3,2022-06-15 03:00:00+00:00,110,40,E,Mid
330,20220615,4,2022-06-15 04:00:00+00:00,100,30,E,Low
330,20220615,5,2022-06-15 05:00:00+00:00,100,30,E,Low
330,20220615,6,2022-06-15 06:00:00+00:00,120,40,SE,Mid
330,20220615,7,2022-06-15 07:00:00+00:00,120,30,SE,Low
330,20220615,8,2022-06-15 08:00:00+00:00,30,20,NE,Low
330,20220615,9,2022-06-15 09:00:00+00:00,10,60,N,Mid
330,20220615,10,2022-06-15 10:00:00+00:00,10,60,N,Mid
330,20220615,11,2022-06-15 11:00:00+00:00,10,70,N,Mid
330,20220615,12,2022-06-15 12:00:00+00:00,10,70,N,Mid
330,20220615,13,2022-06-15 13:00:00+00:00,360,80,N,High
330,20220615,14,2022-06-15 14:00:00+00:00,10,80,N,High
330,20220615,15,2022-06-15 15:00:00+00:00,10,80,N,High
330,20220615,16,2022-06-15 16:00:00+00:00,10,80,N,High
330,20220615,17,2022-06-15 17:00:00+00:00,10,90,N,High
330,20220615,18,2022-06-15 18:00:00+00:00,20,90,N,High
330,20220615,19,2022-06-15 19:00:00+00:00,30,90,NE,High
330,20220615,20,2022-06-15 20:00:00+00:00,40,90,NE,High
330,20220615,21,2022-06-15 21:00:00+00:00,40,70,NE,Mid
330,20220615,22,2022-06-15 22:00:00+00:00,50,50,NE,Mid
330,20220615,23,2022-06-15 23:00:00+00:00,50,40,NE,Mid
330,20220615,24,2022-06-16 00:00:00+00:00,70,40,E,Mid
330,20220616,1,2022-06-16 01:00:00+00:00,60,30,NE,Low
330,20220616,2,2022-06-16 02:00:00+00:00,80,20,E,Low
330,20220616,3,2022-06-16 03:00:00+00:00,80,20,E,Low
330,20220616,4,2022-06-16 04:00:00+00:00,90,20,E,Low
330,20220616,5,2022-06-16 05:00:00+00:00,80,20,E,Low
330,20220616,6,2022-06-16 06:00:00+00:00,90,30,E,Low
330,20220616,7,2022-06-16 07:00:00+00:00,120,30,SE,Low
330,20220616,8,2022-06-16 08:00:00+00:00,150,30,SE,Low
330,20220616,9,2022-06-16 09:00:00+00:00,100,30,E,Low
330,20220616,10,2022-06-16 10:00:00+00:00,320,20,NW,Low
330,20220616,11,2022-06-16 11:00:00+00:00,340,30,N,Low
330,20220616,12,2022-06-16 12:00:00+00:00,350,40,N,Mid
330,20220616,13,2022-06-16 13:00:00+00:00,330,30,NW,Low
330,20220616,14,2022-06-16 14:00:00+00:00,340,30,N,Low
330,20220616,15,2022-06-16 15:00:00+00:00,320,40,NW,Mid
330,20220616,16,2022-06-16 16:00:00+00:00,340,30,N,Low
330,20220616,17,2022-06-16 17:00:00+00:00,360,30,N,Low
