device_mmsi,Lenght,Width,Type
244890049,10,3,sailing
244740735,51,12,other
211526260,12,4,sailing
265412000,170,24,cargo
266470000,130,20,tanker
211494630,100,11,cargo
244780336,12,4,sailing
244740537,75,8,cargo
211510290,19,6,other
244129609,15,5,other
244008544,110,12,other
244218992,12,4,other
538005863,250,44,tanker
244740057,10,3,other
244090178,15,5,sailing
205413290,80,10,cargo
244810075,15,4,sailing
246027000,40,10,other
538005779,184,27,tanker
244660420,109.5,12,tanker
244660401,135,12,other
563654000,175,29,tanker
244969909,110,12,cargo
229926000,400,59,cargo
244690825,86,10,cargo
266457000,150,23,tanker
265813490,17,5,sailing
244740506,19,5,other
244620291,57,9,other
244008790,10,3,sailing
244170431,136,18,other
244750891,30,5,other
211802580,10,6,sailing
305850000,145,23,tanker
244660008,110,12,other
370455000,245,42,tanker
538004619,200,32,cargo
538006935,189,32,cargo
244573155,12,4,other
636017269,238,42,tanker
205426390,110,12,cargo
244890472,141,20,cargo
255805770,166,23,cargo
245567000,40,9,other
244100055,28,8,other
538008979,298,48,tanker
245852000,27,12,other
245741000,95,14,cargo
244158151,14,4,sailing
244180153,10,3,sailing
229747000,190,30,cargo
244700905,110,13,tanker
246411000,25,4,other
211718360,90,13,cargo
244660461,85,11,cargo
244650264,12,4,other
244710883,15,5,other
538006886,199,35,cargo
244050795,10,3,other
209184000,186,27,cargo
355209000,186,32,tanker
244730834,91,11,cargo
367759000,292,32,cargo
244084297,110,12,other
244750598,67,9,other
244620268,110,12,other
244129608,10,3,sailing
244690650,135,14,cargo
227612650,10,3,sailing
235009673,11,4,sailing
352563000,78,12,other
245387000,44,10,other
244660639,135,15,tanker
244000049,110,10,other
211694430,110,12,tanker
244153106,10,3,sailing
205536690,197,24,cargo
255806277,229,32,cargo
210090000,89,13,cargo
244780431,48,9,other
211782820,125,12,tanker
244750846,14,4,sailing
218057000,188,32,tanker
244870478,110,11,cargo
244650490,12,4,sailing
244750350,110,13,tanker
357460000,160,27,tanker
244630651,110,14,tanker
244207000,39,7,sailing
305740000,154,24,cargo
205482000,90,13,cargo
244690002,37,8,tanker
209190000,138,22,cargo
244757000,31,8,other
244013203,14,5,other
211664370,110,12,tanker
232018454,90,13,cargo
244710151,86,11,cargo
244830818,119,16,cargo
258152000,119,19,tanker
244127497,20,11,other
257409000,140,22,tanker
244013087,110,12,tanker
257615000,198,31,cargo
538006446,333,60,tanker
219028293,15,4,other
245367000,16,4,other
245224000,40,9,other
244850403,64,7,cargo
563026700,353,54,cargo
203246646,12,4,other
565015000,177.5,27.5,tanker
211182200,100,9,cargo
219027712,12,4,other
244002065,16,6,other
244670957,73,9,cargo
311000276,69,17,other
211844080,13,4,sailing
244193000,85,25,other
235113768,183,32,tanker
538004968,183,32,tanker
244660166,60,7,cargo
244710944,115,11,cargo
230916000,137,22,cargo
244620966,110,12,cargo
215881000,224,32,cargo
255806105,331,42,cargo
209095000,235,32,cargo
244810095,0,0,other
244830814,173,42,cargo
244740787,110,12,tanker
244830673,10,4,sailing
235096094,23,5,other
245804000,27,6,sailing
319591000,163,24,tanker
305956000,108,20,cargo
244100795,11,4,sailing
244700236,110,12,tanker
538007563,276,48,tanker
211703410,110,12,tanker
563155500,399,62,cargo
244660545,110,12,cargo
538008264,0,0,other
270255000,134,9,other
305335000,82,6,cargo
244700557,96,21,cargo
244660909,63,7,cargo
244820358,10,3,other
211689390,187,12,cargo
244047610,11,0,sailing
209731000,88,12,cargo
205349690,86,9,cargo
636016726,189,34,tanker
244770457,9,3,sailing
218549000,255,38,cargo
244690223,86,10,tanker
211487450,110,11,other
244100089,11,4,sailing
403517001,183,32,tanker
538009118,166,23,cargo
304778000,100,13,cargo
255806288,138,21,cargo
538007909,177,27,cargo
304323000,88,12,cargo
211361560,17,5,sailing
205318310,13,4,sailing
244820882,86,10,cargo
636018075,337,47,cargo
244046976,104,15,cargo
538090454,200,30,cargo
244030603,10,4,sailing
244630354,38,5,other
245609000,109,16,other
244070134,86,10,other
229402000,180,32,tanker
636020478,292,45,cargo
255805894,180,30,cargo
538009297,225,32,cargo
636092427,156,22,tanker
244810621,9,3,other
246593000,99,11,cargo
244710711,35,19,other
244690707,80,8,cargo
538009669,178,28,cargo
244790841,17,5,other
246608000,18,6,other
538008975,178,29,cargo
259016000,123,16,cargo
244700428,135,10,other
538006506,183,32,tanker
314544000,88,13,cargo
244100907,73,11,cargo
211510940,110,12,tanker
244620179,12,4,sailing
636015666,299,48,cargo
219673000,160,27,tanker
351578000,183,32,tanker
211709380,12,4,sailing
373387000,300,50,cargo
244710876,73,9,tanker
636020615,366,51,cargo
247385700,177,27,other
215993000,119,16,tanker
356330000,277,40,cargo
205138000,24,8,other
353079000,134,20,cargo
244010762,72,8,cargo
205218930,9,2,sailing
538090599,228,32,cargo
218044000,135,23,cargo
413526540,260,32,cargo
211475970,13,7,sailing
538003929,175,28,tanker
245023000,18,6,other
244090135,11,4,sailing
244630415,88,14,cargo
311038500,285,44,tanker
244180963,12,4,other
636020384,366,51,cargo
244634000,22,6,other
205216110,10,3,other
244615184,133,16,cargo
244000211,85,10,other
205667730,12,4,sailing
636015007,189,32,tanker
229822000,95,14,tanker
211574430,11,4,sailing
219008017,10,3,other
245247000,22,6,other
244140654,0,2,sailing
244130310,85,10,cargo
244047485,16,5,other
244820055,170,20,cargo
211804790,12,4,sailing
244002553,79,9,other
244690485,135,14,tanker
245088000,134,21,cargo
374031000,190,32,cargo
244620540,13,4,sailing
244670408,20,12,cargo
244650270,13,4,sailing
205385590,73,9,other
246605000,119,18,tanker
244001437,12,7,sailing
245816000,168,25,cargo
211126380,14,5,other
257813000,90,14,cargo
305411000,130,20,cargo
244170753,135,18,other
244615634,26,7,other
244110559,26,7,other
477150600,250,44,tanker
244660981,11,4,other
271048988,122,16,cargo
219337000,183,32,tanker
246202000,40,8,other
636013351,274,48,tanker
244050864,13,4,sailing
246516000,31,7,other
257994000,170,27,tanker
244710950,11,4,sailing
244375332,135,18,tanker
248221000,109,17,tanker
258953000,144,24,tanker
261028720,17,5,sailing
538002773,195,32,tanker
244024014,86,10,cargo
636093016,187,28,cargo
245930000,132,16,cargo
305229000,90,13,cargo
246436000,118,18,tanker
538008329,274,48,tanker
244700594,30,12,tanker
255806266,147,23,cargo
265018180,14,4,sailing
244875000,59,7,sailing
255801970,132,19,cargo
354749000,87,12,cargo
244710446,59,12,other
212385000,99,13,cargo
244870700,75,12,other
538009384,292,45,cargo
352001571,225,32,cargo
205499290,95,10,cargo
244615438,11,4,sailing
244660068,112,13,other
314424000,83,12,cargo
244650597,10,4,other
244050469,28,8,other
244377672,12,4,sailing
245692000,21,6,other
212660000,299,50,other
244710702,33,5,other
244670745,110,12,other
211501340,105,23,cargo
244630043,86,12,tanker
211181050,85,9,cargo
244250075,14,4,other
538009742,274,48,tanker
244660751,20,4,other
244060273,11,4,other
244110642,16,5,other
255805587,134,23,cargo
244660494,80,8,cargo
244052000,19,6,other
256077000,183,27,tanker
244810851,9,1,sailing
244750830,55,11,other
538006204,249,44,tanker
246768000,142,19,cargo
311001027,155,24,cargo
205406790,125,12,tanker
244670263,172,23,cargo
205414190,135,12,other
374989000,120,20,tanker
211874150,12,3,other
244690618,186,13,cargo
244710969,88,14,cargo
244740724,14,5,sailing
244660186,81,10,tanker
245442000,23,6,other
253747000,116,26,other
244740409,80,9,cargo
538008310,333,60,tanker
244767000,28,8,other
249911000,89,13,tanker
244660503,80,9,other
244895000,22,8,other
244615229,12,4,sailing
244020159,12,4,other
477274400,366,52,cargo
244032414,10,4,sailing
538002934,292,45,cargo
636021569,180,29,tanker
244630263,20,5,other
353491000,160,27,tanker
255803360,90,14,cargo
250000040,90,14,cargo
265011850,0,0,sailing
314180000,100,13,cargo
548705000,146,24,tanker
255806313,158,23,cargo
244860172,20,6,other
636009894,157,26,cargo
211622450,85,10,other
244395795,12,4,other
244850141,110,12,other
244060458,14,4,sailing
244000090,12,4,sailing
205451330,16,5,sailing
248649000,300,49,cargo
477114700,330,60,tanker
244660961,86,10,other
538007497,292,45,cargo
205225970,9,3,other
205568210,10,4,sailing
219027715,8,3,other
244057068,18,5,other
244155996,0,0,other
244076746,123,15,cargo
244820968,123,28,other
244710657,135,12,cargo
244670356,70,12,other
236673000,90,15,cargo
563087400,237,44,tanker
370121000,400,59,cargo
255806162,108,18,cargo
211808190,106,12,other
205106000,88,13,cargo
244616000,26,11,other
319086900,147,24,tanker
477617700,323,43,cargo
253242407,135,12,tanker
205529390,86,10,cargo
304498000,88,13,cargo
636092635,133,18,cargo
244770477,53,10,other
374188000,184,27,tanker
244110044,12,4,sailing
246602000,128,15,cargo
636014868,274,48,tanker
636018057,336,43,cargo
230994000,164,24,cargo
244650993,111,12,tanker
244690006,10,3,other
205463390,110,11,cargo
244046289,110,12,tanker
356582000,400,59,cargo
304585000,90,15,cargo
255806289,120,15,cargo
244243240,72,9,cargo
244180214,12,4,sailing
244060371,9,3,other
477250100,225,32,cargo
244650723,135,16,cargo
255806252,229,32,cargo
244316672,110,13,other
538007830,190,32,cargo
351047000,229,32,other
244650130,13,4,sailing
244700938,28,7,other
577513000,82,12,cargo
244060885,35,6,tanker
244670080,10,3,sailing
431132000,175,28,tanker
245438000,89,13,cargo
244059191,18,5,other
355806000,229,32,cargo
244110627,11,4,sailing
244630983,5,2,other
219678000,200,36,cargo
306137000,131,19,cargo
219863000,399,58,cargo
538009921,240,42,tanker
255705000,168,25,cargo
245100000,28,6,other
244670156,85,10,tanker
211304700,0,0,other
636092798,299,48,cargo
374785000,229,32,cargo
210307000,90,16,cargo
477694800,292,45,cargo
244719306,183,12,cargo
243071722,105,9,cargo
244690108,87,9,cargo
244689000,109,14,cargo
244015594,10,3,sailing
636018605,183,32,tanker
244020237,18,6,other
311033500,190,24,cargo
564803000,293,40,cargo
224283480,11,4,other
636017412,180,30,tanker
244158178,10,1,sailing
244030124,13,4,sailing
205535600,11,3,sailing
244026020,11,4,sailing
538005215,142,24,tanker
244130458,21,6,other
244750781,12,4,sailing
244730059,22,5,other
235118157,0,0,other
244010822,11,3,other
244660196,100,13,other
577511000,82,11,cargo
209211000,89,13,cargo
271042805,229,32,cargo
636092712,185,30,cargo
636019247,116,20,cargo
244181501,11,4,other
244710731,55,7,cargo
244020569,10,4,sailing
249575000,244,42,tanker
244630605,112,14,tanker
244730404,84,8,cargo
236648000,127,20,cargo
244670556,11,4,other
246747000,17,4,other
244710226,110,12,tanker
205369890,135,17,tanker
205252510,13,3,sailing
244690155,135,12,other
211858850,12,4,other
218797000,90,12,cargo
305034000,120,20,cargo
538005588,285,51,tanker
305978000,158,23,cargo
246452000,168,25,other
244000384,18,5,other
636019637,149,24,tanker
241425000,290,46,tanker
244140973,86,10,other
431260000,366,51,cargo
244650982,172,12,cargo
244740743,13,4,other
354742000,35,9,other
636020560,183,32,tanker
228424600,15,4,sailing
310531000,289,36,other
414215000,333,60,tanker
538010187,274,48,tanker
244710207,135,14,tanker
261186164,15,5,sailing
563146500,293,32,cargo
374628000,199,32,cargo
244317050,16,6,other
244723430,11,3,other
305067000,80,13,cargo
248744000,217,32,cargo
209403000,100,16,cargo
244710869,67,9,tanker
219081000,141,22,other
253242277,135,12,tanker
244140793,10,4,sailing
244710959,135,12,cargo
250000963,90,14,cargo
244710814,11,4,other
305689000,130,16,cargo
244790563,11,4,other
246855000,88,13,cargo
245911000,117,17,tanker
244182103,19,7,other
211595700,13,4,other
205437290,85,10,cargo
232042070,105,17,tanker
244372106,135,18,tanker
229406000,244,42,tanker
244733693,10,4,other
372961000,154,25,tanker
373075000,292,45,cargo
232003236,11,4,sailing
403528001,183,32,tanker
215818000,87,13,cargo
244622000,45,20,other
244010976,11,4,other
231791000,114,16,cargo
244790205,57,8,cargo
244186831,110,12,tanker
246179000,82,12,cargo
244038060,11,4,other
244153485,12,4,other
205310590,110,12,tanker
248888000,115,19,tanker
244750623,10,3,sailing
219039000,399,58,cargo
211429830,15,5,sailing
211667610,110,11,tanker
244085592,85,17,cargo
244860540,11,4,sailing
211778900,12,4,other
246082000,21,6,other
244870340,12,4,sailing
244790084,85,8,tanker
205521690,110,13,tanker
255806009,206,28,cargo
230050570,12,4,sailing
244000859,9,3,other
211480570,171,10,cargo
244615428,11,4,sailing
236702000,130,20,tanker
205283830,13,4,other
244030627,11,4,other
244183663,15,4,other
538006077,250,44,tanker
244850762,109,11,cargo
211491560,136,12,cargo
219025127,11,2,sailing
373569000,199,32,cargo
256495000,182,27,tanker
244780962,135,16,other
205427990,84,11,cargo
352002251,278,48,tanker
244750424,21,6,other
257401000,183,32,tanker
244001953,10,3,sailing
244650819,0,0,cargo
636021570,180,29,tanker
215640000,294,32,cargo
244660717,70,7,cargo
209075000,104,14,cargo
215389000,88,15,tanker
305389000,50,14,other
257046400,14,4,sailing
211705110,0,0,other
205327590,80,9,cargo
244740453,135,15,tanker
244620841,135,15,tanker
256338000,182,32,tanker
255797000,294,32,cargo
244790360,11,3,sailing
219030406,42,12,other
244690168,110,13,cargo
244660432,135,11,cargo
244137596,11,4,other
244370455,10,4,sailing
244010910,50,7,cargo
255806142,132,16,cargo
244670740,86,10,cargo
255806260,54,9,cargo
211193410,85,10,cargo
244125201,10,4,sailing
249857000,250,44,tanker
205476190,135,12,cargo
564002000,174,27,tanker
211715050,13,4,sailing
244070823,11,4,sailing
244615062,11,3,other
211494980,0,0,sailing
218553000,152,20,cargo
240447000,248,43,tanker
244820585,16,5,sailing
352090000,175,28,tanker
215196000,364,46,cargo
244615521,21,6,other
244700551,136,13,other
256717000,91,15,tanker
205216410,15,5,other
244660199,86,10,cargo
215086000,110,16,tanker
244170175,172,12,cargo
566351000,183,28,tanker
247363700,84,17,other
244669000,42,8,other
244630070,19,7,other
311015100,200,32,cargo
538005404,183,27,tanker
636019927,183,32,tanker
256784000,107,16,tanker
538009571,184,32,tanker
538008843,195,32,tanker
244070465,68,9,cargo
205232000,24,7,other
355216000,300,40,cargo
248224000,274,50,tanker
265035450,11,4,sailing
244370444,110,12,other
244690360,59,9,cargo
211432400,100,10,other
244710467,86,10,cargo
244690543,86,10,tanker
244933000,25,6,other
205718000,29,7,other
477920300,323,43,cargo
244731253,0,0,other
314444000,165,24,tanker
205473290,125,12,tanker
244180219,10,2,other
356161000,106,17,tanker
244870198,13,4,other
244810417,8,2,other
636016435,281,32,cargo
248275000,90,16,cargo
244850568,7,5,other
244020258,110,12,other
229883000,183,27,tanker
219027463,130,20,tanker
636015953,142,24,tanker
636019177,147,24,tanker
245106000,19,5,other
244740198,25,6,other
244033306,12,4,other
211510430,110,13,tanker
29035986,17,8,other
211656720,0,0,sailing
244048713,10,3,other
244700318,109,12,cargo
211476050,185,24,cargo
314636000,88,13,cargo
538006357,256,43,tanker
636019992,183,32,tanker
255805695,131,17,cargo
245617000,24,6,other
211390320,12,4,sailing
205211000,51,9,other
210081000,111,17,other
244726960,10,4,sailing
241199000,274,50,tanker
244010189,15,5,sailing
230662000,103,14,cargo
246737000,122,20,cargo
215939000,183,32,tanker
311000519,225,32,cargo
244090104,11,4,sailing
244670564,135,12,tanker
636020786,64,10,cargo
244750356,110,17,tanker
220010000,399,60,cargo
244830525,12,4,other
244690311,85,10,tanker
244750397,89,14,cargo
255805677,300,40,cargo
245932000,33,12,other
244234000,90,14,cargo
244110999,9,3,sailing
244043291,13,4,other
244650934,17,7,other
311031900,182,46,other
244615072,9,4,other
211158470,13,4,sailing
244710357,85,10,cargo
354294000,143,22,cargo
245958000,115,19,tanker
211756140,110,12,tanker
244630439,42,9,other
232016768,108,16,tanker
205269790,125,12,tanker
244375491,15,5,sailing
246459000,24,6,other
245553000,20,7,other
244041027,16,5,sailing
636092678,300,46,cargo
244048092,0,0,other
244181372,17,5,other
244710879,86,12,other
311000455,274,48,tanker
246314000,0,0,other
566579000,184,28,tanker
277546000,209,26,cargo
266420000,150,24,tanker
244670905,10,4,sailing
244394000,118,17,tanker
636018742,229,32,cargo
548899000,180,30,cargo
244180082,12,4,sailing
244100534,17,5,other
244770362,85,9,cargo
244740149,0,0,sailing
244730485,0,12,other
244615457,10,3,sailing
477790300,166,28,cargo
211353520,172,12,cargo
314512000,133,16,cargo
244820056,10,3,other
314217000,78,10,cargo
244810462,110,12,tanker
211555200,172,12,cargo
244690455,50,8,cargo
244050309,20,5,other
257086830,277,46,tanker
244371246,12,4,other
244250341,10,0,other
477846600,366,51,cargo
314618000,90,12,cargo
244740845,32,8,other
218847000,270,40,cargo
244650533,20,6,sailing
211555070,95,10,cargo
319046900,25,7,other
250002686,89,12,cargo
255801270,120,18,tanker
374456000,108,18,cargo
244770079,98,14,tanker
244710112,85,10,cargo
211601260,11,4,sailing
564204000,227,32,cargo
211443110,110,12,cargo
244140517,14,4,other
210146000,186,32,tanker
311053700,229,32,cargo
241348000,250,44,tanker
244750616,110,12,cargo
205540790,135,12,cargo
244660394,85,7,cargo
209762000,135,22,cargo
244730574,110,12,cargo
244700535,25,7,other
211750510,17,5,sailing
636016291,183,32,tanker
244620994,65,10,other
244100879,110,12,tanker
244014047,0,0,sailing
244005796,0,3,sailing
244059044,110,12,other
244670373,13,4,other
538009972,274,48,tanker
244182247,13,4,other
244690106,70,10,cargo
538004031,274,48,tanker
257989000,234,42,tanker
538008472,182,27,tanker
244670392,57,7,cargo
563153700,219,38,tanker
244100267,11,5,other
257424000,198,31,cargo
538008449,336,60,tanker
244128018,11,3,sailing
245136000,38,8,sailing
244185189,135,12,cargo
226003820,85,10,other
636017061,277,48,tanker
209467000,154,24,cargo
211664570,110,12,other
538008709,157,27,cargo
244660096,55,7,other
205497190,86,11,cargo
255806366,144,23,tanker
538003913,183,27,tanker
269115780,15,4,sailing
244650659,88,12,tanker
211627300,86,11,tanker
255805678,300,40,cargo
244770020,11,2,sailing
211688230,85,10,other
211664180,85,11,tanker
244236656,15,5,sailing
235068963,144,23,tanker
211711590,14,4,sailing
219096000,333,48,cargo
244030499,12,4,sailing
211658230,13,4,sailing
244128560,17,4,cargo
244650970,28,6,other
255806429,157,27,cargo
244660987,12,4,sailing
211848160,110,12,tanker
244850067,86,10,cargo
244126309,10,4,sailing
244790887,10,4,other
538008941,160,25,tanker
253242285,110,12,tanker
244670194,110,12,cargo
244024411,10,4,sailing
249994000,97,16,tanker
244010723,19,6,other
374982000,180,30,cargo
246223000,20,6,other
211777720,135,24,cargo
477118700,250,44,tanker
538008597,186,24,cargo
250002133,137,21,cargo
205530990,172,11,cargo
244690529,50,7,other
211706140,172,13,other
244870461,135,18,other
244620208,11,3,sailing
431857000,188,28,cargo
244615717,51,12,other
248102000,100,18,tanker
235061987,100,15,cargo
205419690,110,13,tanker
205596900,14,5,sailing
305835000,129,17,cargo
244573185,14,4,sailing
538007534,183,27,tanker
211372010,13,7,sailing
244850253,19,5,other
305966000,83,11,cargo
250006306,120,15,cargo
265830590,14,5,sailing
255806281,229,32,cargo
636018188,289,45,cargo
244850084,11,4,other
227337100,15,4,sailing
319498000,176,31,tanker
245794000,0,0,other
244700178,80,9,cargo
244170690,87,15,cargo
244014854,110,12,other
211169690,110,11,cargo
205265000,24,6,other
244660396,63,7,cargo
215867000,110,17,tanker
245392000,87,15,cargo
253383000,100,13,cargo
538005826,249,44,tanker
636018620,88,14,cargo
244660329,86,12,cargo
219117000,294,32,cargo
211572680,110,11,tanker
205632000,19,6,other
235023695,10,4,sailing
211804170,110,12,tanker
244059975,77,9,cargo
205454490,135,12,cargo
244203000,146,31,cargo
211273730,85,10,other
247102500,136,20,tanker
538005907,199,32,cargo
211444240,11,4,sailing
219027455,14,4,sailing
244620205,104,10,cargo
244230000,30,9,other
244184725,110,12,tanker
244020896,13,4,sailing
269883000,13,4,sailing
353592000,335,46,cargo
244090636,11,4,other
244729031,17,5,sailing
538090448,163,22,tanker
244660073,135,11,cargo
305623000,161,27,cargo
215474000,127,20,tanker
305922000,112,15,cargo
244750660,85,8,other
224259000,35,12,other
636091859,115,15,cargo
205353330,12,3,other
244060031,0,0,other
371040000,290,45,cargo
314206000,83,13,cargo
244183659,15,5,other
244620866,135,12,other
244378457,10,4,other
244620078,16,4,sailing
538009895,169,26,tanker
244620634,11,4,other
244700126,31,7,cargo
244620987,60,7,other
352001285,172,28,tanker
244670874,110,11,other
244670358,86,13,tanker
255724000,108,18,cargo
232013665,88,13,cargo
244100436,8,2,sailing
244750850,14,3,sailing
218781000,147,46,other
211415460,13,4,sailing
374324000,133,16,cargo
244730696,110,11,cargo
538006809,169,26,tanker
314549000,88,13,cargo
244780378,21,6,other
209681000,89,13,cargo
538006807,169,26,other
244650588,135,15,cargo
477108600,166,27,cargo
566742000,180,30,cargo
255806465,88,12,cargo
244127639,16,4,other
244660664,106,11,cargo
241577000,336,60,tanker
244615462,14,4,other
246006000,38,9,other
244700987,70,7,cargo
212931000,134,22,cargo
257056010,90,14,cargo
244057587,20,6,other
244710183,103,12,cargo
538008044,229,32,other
563154800,186,32,tanker
244690562,7,2,other
205482190,110,12,cargo
477108100,366,48,cargo
205264810,15,4,sailing
636014302,229,32,cargo
249711000,158,26,tanker
211502960,105,10,other
244650651,110,13,other
244084316,80,10,other
244710114,44,8,other
244260224,11,4,other
412023000,156,36,cargo
257449000,183,32,tanker
247391400,182,27,tanker
244650342,0,0,other
244153384,10,4,other
305928000,88,11,cargo
244170547,15,6,other
244650105,110,12,cargo
371202000,148,23,cargo
211479840,80,9,other
244060301,10,3,other
419001597,292,45,cargo
259787000,182,32,tanker
244077585,73,10.5,cargo
246655000,90,14,cargo
371308000,400,59,cargo
244670997,35,6,other
244850767,11,4,sailing
211591030,11,4,other
538008005,228,35,tanker
205959730,14,4,other
244650947,100,10,cargo
205419290,135,15,tanker
211839040,85,11,cargo
205267390,135,18,tanker
304052000,83,13,cargo
244810181,12,4,sailing
244650733,12,3,sailing
245158000,38,9,other
232012730,172,27,cargo
244005917,86,12,tanker
210745000,92,15,tanker
255806466,88,13,cargo
244860708,12,4,sailing
244850581,23,7,other
244670990,39,5,cargo
211235340,0,0,other
311001032,190,32,cargo
244650451,186,12,cargo
219620000,399,60,cargo
244690428,110,12,cargo
244010965,80,8,other
244670588,126,13,tanker
247271400,176,31,tanker
304087000,88,12,cargo
244660615,105,10,cargo
413058000,280,40,cargo
249062000,292,45,cargo
256362000,178,26,cargo
244860588,12,4,sailing
244020667,13,3,sailing
205386190,110,11,cargo
212637000,153,24,cargo
244209000,120,15,other
304111000,83,12,cargo
248064000,194,26,cargo
211251720,11,4,sailing
244660532,112,23,other
244058574,85,10,tanker
636019991,183,32,tanker
229882000,182,27,tanker
205540290,15,9,other
244810128,9,3,other
244890912,160,10,cargo
305643000,140,22,cargo
305159000,138,21,cargo
244620982,70,8,cargo
244731000,43,8,other
244000260,14,4,other
244054000,89,12,cargo
205354790,110,12,cargo
244010343,10,4,sailing
244650577,100,12,other
257834000,144,23,tanker
255801290,185,28,tanker
538003020,315,49,tanker
636020540,138,20,cargo
211803080,13,6,sailing
244061000,107,16,other
245014000,90,12,cargo
253242441,106,13,tanker
244790259,10,4,sailing
538003951,333,60,tanker
244070648,11,4,sailing
244620946,193,23,cargo
210408000,100,14,tanker
538010041,180,28,cargo
538008724,180,28,tanker
215057000,184,27,tanker
244181000,32,9,other
244780430,8,4,other
244728018,14,4,sailing
210134000,228,32,tanker
266273000,155,22,tanker
538004641,178,28,cargo
538004189,146,24,tanker
244248000,11,4,other
244700661,186,12,other
219022147,15,4,other
258004830,13,7,sailing
255806494,300,48,cargo
538008707,169,25,tanker
244660853,67,7,cargo
563163700,250,44,tanker
244110003,12,4,sailing
244650668,105,10,other
235113663,89,12,cargo
352978182,137,22,tanker
636092681,304,40,cargo
244013033,9,3,sailing
244690630,11,4,other
244090422,10,4,other
5076090,105,11,cargo
636020498,300,43,cargo
244660194,110,12,other
244660000,0,0,other
538006035,200,33,cargo
244870141,0,2,other
205347300,115,12,tanker
257136000,101,18,tanker
244750461,24,6,other
215249000,363,46,cargo
244198978,10,3,other
244620087,110,12,tanker
244660675,85,10,tanker
205453000,162,25,cargo
244710795,85,9,cargo
244780522,30,7,other
205227470,15,4,other
244061998,0,0,other
403500000,182,31,tanker
209664000,89.5,14,cargo
244670567,12,4,sailing
226002130,85,5,cargo
244057190,10,3,other
219080000,300,43,cargo
355665000,292,45,cargo
370867000,183,29,cargo
244150174,11,3,other
538006781,200,24,cargo
226005050,38,5,other
244670848,15,4,sailing
232011319,185,28,tanker
235437000,90,14,cargo
244153458,11,4,sailing
244306000,34,7,other
319103800,185,32,tanker
244100919,13,4,sailing
244810054,152,28,cargo
244060233,110,12,cargo
309186000,89,12,cargo
211511630,135,12,cargo
244860007,136,15,cargo
244170225,9,2,sailing
211108000,368,51,cargo
432651000,200,32,cargo
250005849,120,15,cargo
314604000,88,12,cargo
244677392,10,3,other
548847000,159,27,tanker
244820038,23,6,other
245169000,82.5,12,cargo
477096300,368,51,cargo
275530000,80,11,cargo
211773630,12,4,other
211285050,105,11,cargo
215726000,274,48,tanker
244770611,10,3,sailing
229795000,116,16,tanker
538007987,113,17,cargo
441156000,199,35,cargo
219012003,11,4,other
244130351,9,3,sailing
352986144,602,12,tanker
636019348,328,48,cargo
244994287,6,2,other
477664900,183,32,tanker
247149100,119,19,tanker
244100575,11,4,other
244010202,14,4,sailing
244700143,80,8,other
244100272,135,14,cargo
244870443,89,21,other
244030190,24,6,other
257899000,182,32,tanker
244049836,6,3,other
244040191,8,2,other
265665160,14,4,sailing
244670972,24,4,other
255804340,162,23,tanker
210547000,99,14,cargo
265507890,10,3,sailing
244660534,62,8,cargo
636011527,171,27,cargo
256198000,229,32,cargo
248944000,249,44,tanker
245115000,35,6,sailing
244660254,60,7,cargo
244660439,63,7,cargo
269057472,110,14,tanker
244001998,21,7,other
244100098,23,4,other
477231800,120,19,tanker
244710234,39,7,cargo
477057300,245,44,tanker
244184029,86,11,tanker
244140919,23,6,other
245549000,25,6,other
244700039,0,0,other
244660206,47,10,cargo
211450570,11,4,other
269057726,110,12,other
209026000,225,32,cargo
352001585,200,32,cargo
244670966,102,12,other
244620092,12,4,other
229928000,400,58,cargo
255752000,116,16,cargo
230158450,12,3,sailing
244075554,125,12,other
538001663,185,26,other
211487210,110,12,tanker
211815120,89,12,cargo
372123000,275,32,cargo
241160000,292,45,cargo
211855100,11,3,sailing
244180784,16,5,sailing
209836000,139,22,cargo
244138363,11,4,sailing
211591870,12,6,other
374788000,180,27,tanker
211463570,110,11,tanker
244690203,86,10,cargo
244650515,135,11,cargo
244690366,80,10,other
211188430,0,0,sailing
269057467,135,12,other
244270562,10,3,other
244733611,110,13,other
244129846,80,9,cargo
244182287,5,2,other
244150617,20,8,other
205297270,14,4,sailing
211832730,110,12,tanker
244660570,110,12,cargo
244630094,12,4,sailing
211454200,110,12,tanker
211124570,10,3,other
244670881,60,7,cargo
352001434,225,32,cargo
244730917,12,4,sailing
563046800,180,28,tanker
636016434,280,32,cargo
244090131,16,4,other
244740236,12,4,sailing
211882550,187,12,cargo
244870428,95,15,tanker
244670742,80,9,tanker
265823430,0,0,sailing
246231000,82,11,cargo
265748240,12,4,sailing
245861000,77,16,other
231812000,75,13,cargo
314654000,89,13,cargo
211102610,9,3,other
636092780,300,45,cargo
538005551,144,22,tanker
636017792,145,25,tanker
215584000,99,15,tanker
538006074,250,44,tanker
244010912,14,4,sailing
228437800,110,14,tanker
244650034,14,4,other
255803890,144,23,cargo
244730891,38,7,cargo
244050432,85,9,cargo
269057618,110,12,cargo
244670998,31,7,other
244750708,10,4,other
265814270,12,7,other
269057351,110,12,tanker
636021155,331.5,43,cargo
314607000,80,12,cargo
244060174,0,0,sailing
244170522,22,7,other
538009684,184,33,tanker
304577000,151,22,cargo
219024884,11,4,other
255806390,107,15,cargo
