device_mmsi,Lenght,Width,Type
205298770,14,4,other
477293800,177,30,tanker
244083440,9,3,sailing
244700114,110,11,cargo
255805568,89,13,cargo
244650842,80,9,tanker
211378970,12,4,other
241665000,274,48,tanker
211645330,110,12,tanker
219021447,10,3,sailing
352001864,110,14,tanker
205355300,9,2,sailing
244660261,60,7,other
244870379,67,7.5,cargo
246547000,132,16,cargo
205346390,135,12,cargo
211520770,110,12,tanker
244650475,86,10,tanker
219028447,0,0,other
211697170,85,10,tanker
211217840,13,4,sailing
231852000,139,24,cargo
211386900,86,10,tanker
477722600,254,43,cargo
247278400,50,15,other
311758000,127,20,tanker
314543000,88,13,cargo
269056766,110,12,tanker
244000789,12,7,sailing
244615738,16,5,other
230687000,250,44,tanker
244850097,173,42,cargo
246302000,143,22,cargo
269057527,23,10,cargo
636018930,137,20,tanker
205256900,14,4,sailing
244110490,12,4,sailing
357210000,400,58,cargo
219234000,238,34,cargo
319282000,182,32,tanker
538006778,200,24,cargo
244730412,109,17.5,cargo
244140056,5,2,other
244013631,9,3,other
244030183,12,4,sailing
232020213,12,5,other
244780580,37,6,other
205523290,110,13,tanker
245682000,98,15,cargo
236668000,90,14,tanker
244750686,24,5,other
256815000,107,16,tanker
244181179,15,4,other
305773000,140,22,cargo
215906000,299,46,tanker
275509000,82,12,cargo
205433390,182,13,cargo
249848000,274,48,tanker
205405290,135,12,cargo
245561000,14,4,sailing
244670034,53,12,cargo
244780955,60,8,tanker
244750121,12,4,sailing
304011029,89,12,cargo
270328000,80,10,cargo
244153545,44,9,other
357571000,179,27,tanker
636019913,333,60,tanker
244638000,132,16,cargo
244660820,41,5,tanker
244630032,57,6,other
244710865,54,7,other
244850968,142,20,cargo
250006456,87,15,cargo
538009441,183,32,tanker
244650848,77,13,other
205346790,110,12,tanker
244130808,11,4,sailing
246518000,105,16,cargo
538009246,249,44,tanker
244150928,6,2,other
244060173,10,4,sailing
636018700,368,51,cargo
314292000,101,16,cargo
205363990,80,9,cargo
269057800,135,12,other
246762000,213,26,other
244002297,10,4,sailing
219085000,300,43,cargo
636016364,146,26,tanker
249532000,28,10,other
244670753,110,12,other
244660391,86,12,cargo
244150694,10,4,other
636019199,147,24,tanker
256159000,63,16,other
636016363,145,24,tanker
636092940,180,30,cargo
265667560,11,3,other
244250000,41,10,other
244810926,10,3,other
226000720,72,5,cargo
636016430,280,32,cargo
235108405,90,14,cargo
259030000,123,16,cargo
246315000,106,16,tanker
538004977,293,44,tanker
219609000,399,60,cargo
265654100,15,5,sailing
277563000,100,16,cargo
211792140,110,12,other
253738000,88,12,cargo
244051510,13,4,other
244700375,135,11,other
566881000,398,51,cargo
211328490,13,4,sailing
244810537,13,3,sailing
211191170,12,4,other
538008626,183,32,tanker
244620961,110,13,tanker
538005776,184,27,tanker
244650489,135,14,cargo
244138539,9,3,other
244810599,118,12,tanker
235081933,89,12,cargo
244030239,12,4,sailing
538006798,198,32,cargo
253242373,86,10,tanker
228386800,399,61,cargo
261183580,0,0,other
244810094,7,3,other
319349000,134,20,tanker
244615812,25,6,other
636093112,199,32,cargo
211193570,11,4,other
477369500,292,45,cargo
244159000,166,28,other
311037700,183,32,tanker
244660555,110,12,cargo
205404090,85,10,other
247003000,90,14,tanker
244660212,55,8,cargo
245223000,87.5,11,cargo
304991000,36,12,other
212963000,152,24,cargo
244660629,125,12,tanker
538009531,292,45,cargo
255806346,129,21,cargo
477854500,183,32,tanker
244663000,18,5,other
205204900,9,3,sailing
305847000,129,16,cargo
256934000,123,17,tanker
636020315,180,30,cargo
244267000,104,16,tanker
538005867,159,27,tanker
236111817,86,12,cargo
244013109,80,9,cargo
563073900,250,44,tanker
211450430,110,12,tanker
244615000,88,12,cargo
244002606,9,3,sailing
244690730,87,10,cargo
209139000,143,21,cargo
355233000,366,51,cargo
244660942,80,8,cargo
211341410,10,3,sailing
636019059,333,60,tanker
244070099,15,4,other
211202130,12,4,sailing
257084120,129,20,tanker
255806191,166,27,cargo
244820779,10,3,sailing
244690666,60,4,cargo
219026099,17,5,sailing
248753000,24,12,other
244740034,13,4,sailing
636092679,275,40,cargo
538006808,169,26,tanker
370651000,364,51,cargo
244630162,64,8,other
244001996,85,2,cargo
232045761,194,26,cargo
232020889,90,15,cargo
244070849,0,0,other
244660931,135,14,cargo
244700055,55,7,cargo
244770263,20,5,other
244057098,17,5,sailing
253678000,93,14,tanker
249772000,88,13,cargo
212182000,182,27,tanker
219314000,274,49,tanker
636018393,180,30,cargo
244573210,14,4,other
256171000,210,30,cargo
241436000,336,60,tanker
215536000,190,28,cargo
211125710,10,4,sailing
244711000,36,15,other
244260537,0,0,other
244660143,13,4,other
210253000,118,17,tanker
240778000,250,44,tanker
244700534,24,6,other
566017000,113,19,tanker
311001146,73,17,other
247219700,179,32,tanker
211688800,10,3,sailing
244650649,14,4,sailing
244660604,80,8,cargo
636017148,190,32,cargo
244700884,110,12,tanker
259360000,96,15,tanker
244314027,15,5,other
245385000,30,11,other
244059359,55,7,cargo
314251000,87,13,cargo
219030056,13,4,other
244110629,15,4,other
538008324,184,27,tanker
211471970,85,9,cargo
232008023,27,11,other
244700518,16,6,other
244995000,90,13,cargo
244730507,85,8,cargo
244740462,85,9,cargo
636021837,180,30,cargo
305791000,112,16,cargo
248522000,32,8,other
244630697,136,16,other
636019972,229,32,cargo
538004897,115,17,cargo
538006923,250,44,tanker
219075000,300,42,cargo
211514670,80,10,cargo
249922000,22,6,sailing
244620920,81,17,cargo
309281000,131,20,cargo
211626240,110,12,tanker
277548000,209,26,cargo
370069000,182,28,tanker
244780440,13,4,other
250005673,13,4,sailing
220495000,144,23,tanker
244732459,11,4,other
244615260,10,3,other
245908000,21,6,other
229137000,107,16,cargo
244830124,12,4,other
538008080,190,32,cargo
244690622,110,11,cargo
244050247,13,4,other
205232190,85,10,other
257160000,199,32,cargo
244070804,13,5,other
538009012,185,27,tanker
210621000,137,28,other
636020206,180,28,cargo
244710796,55,7,cargo
244029013,12,4,sailing
319017500,183,32,tanker
244860000,90,14,cargo
246660000,157,26,cargo
249811000,279,49,tanker
257546000,90,15,cargo
244710225,110,12,other
353616000,178,28,tanker
244150720,65,9,cargo
303582000,189,32,cargo
244690527,80,8,other
244030275,86,10,cargo
538005259,180,32,cargo
244010867,11,4,other
205273900,12,4,sailing
314035000,88,11,cargo
244030253,9,3,sailing
244170914,6,2,other
211421820,10,3,sailing
244660390,110,12,other
314477000,90,16,cargo
245329000,16,4,other
235067955,18,6,other
636019638,145,24,tanker
255805370,118,18,tanker
255806387,106,14,cargo
244137384,9,3,other
211541290,110,12,tanker
245444000,16,5,other
250004424,87,15,cargo
205947830,17,5,sailing
244070940,135,12,cargo
311055500,190,28,cargo
244740301,76,8,other
258954000,198,31,cargo
244692000,31,6,other
249841000,148,36,cargo
244673000,143,19,cargo
244660834,110,12,other
226002280,84,7,cargo
563137100,180,28,tanker
246091000,88,12,cargo
242037100,105,13,other
249550000,244,42,tanker
210047000,110,16,cargo
244690531,105,11,cargo
259255000,90,13,cargo
314415000,88,14,cargo
244020729,10,4,sailing
373004000,366,48,cargo
265594590,13,4,other
244750133,97,10.5,other
354928000,364,51,cargo
255806165,135,24,cargo
241343000,250,44,tanker
244070079,10,3,sailing
636019322,228,32,cargo
266454000,123,17,tanker
636021673,190,32,cargo
244615879,15,5,other
244013264,22,6,other
244140825,9,3,other
269057490,110,12,tanker
236202000,144,23,tanker
255806275,92,15,cargo
244050811,12,3,sailing
230011000,89,13,cargo
205532210,10,3,sailing
244250329,11,4,sailing
244270640,10,3,sailing
209610000,119,16,tanker
244131000,20,6,other
244660161,57,7,other
636017586,299,50,cargo
538006896,159,27,tanker
244690638,135,11,cargo
636021681,166,23,cargo
314557000,89,13,cargo
244850969,60,7,cargo
246838000,88,13,cargo
373057000,199,32,cargo
244001750,135,12,tanker
211750710,100,10,cargo
244660905,135,12,other
244150662,10,4,sailing
576909000,35,11,other
241458000,274,48,tanker
211629280,11,4,sailing
209719000,140,22,cargo
244790471,24,6,other
211428750,86,10,other
219022802,12,4,sailing
235108755,183,32,tanker
211600440,14,4,sailing
244126000,79,18,other
244630431,110,11,tanker
244918000,92,16,cargo
211587970,85,10,tanker
245681000,26,7,other
244013207,15,5,other
244006458,16,5,other
244090535,9,3,sailing
244992000,96,18,other
209313000,82,12,cargo
244710873,70,10,tanker
244750975,12,4,sailing
244090816,11,3,sailing
211519220,110,12,tanker
244770567,0,0,sailing
211561550,11,4,sailing
244780217,16,4,other
244394136,86,11,tanker
249913000,102,18,tanker
244780658,24,5,other
255806482,87,13,cargo
246629000,122,16,cargo
244660136,86,10,other
271050193,142,23,tanker
246294000,16,4,other
244690299,27,7,other
211493390,104,9,other
636020429,165,27,tanker
309689000,131,20,cargo
244810679,19,5,other
538008323,184,28,tanker
563107400,200,32,cargo
538005945,181,30,cargo
255806439,88,13,cargo
353365000,333,48,cargo
244690133,74,8,cargo
244150340,25,6,other
244125253,135,12,cargo
244660290,60,8,other
244890016,9,3,sailing
477723600,255,68,cargo
255806524,108,20,cargo
244750865,16,5,other
244223000,19,5,other
244090091,12,4,sailing
244024808,9,3,other
244660314,110,10,cargo
211396370,18,4,other
244721513,86,11,tanker
244170843,40,10,other
244926354,100,12,cargo
244020481,12,3,sailing
205530290,135,18,tanker
232009357,11,2,sailing
244013482,13,6,other
244860278,88,14,cargo
538004145,249,44,tanker
244181078,17,4,other
245784000,24,6,other
244660666,11,4,sailing
265727280,17,5,sailing
636017994,231,31,cargo
538008704,169,25,tanker
314192000,88,13,cargo
636092708,185,30,cargo
244670340,110,10,other
636020424,165,27,tanker
244270646,10,3,sailing
244850075,120,15,cargo
538006762,183,32,tanker
304011027,90,12,cargo
244690250,70,8,cargo
244050361,12,4,sailing
538007006,190,32,cargo
319301000,96,16,tanker
244287000,20,6,other
205281970,17,6,other
538007238,292,45,cargo
244730234,12,4,sailing
563549000,189,30,cargo
235108529,250,44,tanker
244690180,65,7,cargo
211162190,10,3,sailing
232018632,12,8,sailing
636015971,159,25,tanker
205484290,110,12,cargo
244690728,36,5,other
538004239,126,21,tanker
244700755,85,10,cargo
211328590,85,10,tanker
210249000,180,28,cargo
244060241,12,3,sailing
211446830,186,11,cargo
244790030,187,12,cargo
244700435,10,3,sailing
205263690,135,18,tanker
244094180,110,12,tanker
538003750,288,45,cargo
244670160,58,7,other
205528890,135,15,tanker
244660413,108,12,tanker
244001896,11,3,other
211241700,86,11,tanker
205377890,105,9,cargo
244396641,9,2,sailing
244620511,86,12,cargo
636014788,189,30,cargo
248177000,300,50,cargo
211785510,85,10,other
311000340,276,46,tanker
244650743,12,4,sailing
210387000,89,14,cargo
244670581,110,12,cargo
241736000,246,42,tanker
244183919,11,3,sailing
244010724,19,6,other
244690690,22,6,cargo
636015530,131,18,cargo
538008168,333,60,tanker
244750349,69,7,cargo
211318940,12,4,sailing
211511900,110,11,tanker
244136391,12,4,other
244090800,88,13,cargo
244820532,55,6,cargo
244670106,22,5,tanker
636017000,294,32,cargo
244740148,85,10,cargo
205262290,135,15,tanker
566880000,398,51,cargo
244100987,12,4,other
244260845,14,4,other
211706120,171,11,cargo
538002565,229,32,cargo
211582600,85,1,tanker
244710201,80,8,other
219021351,245,42,tanker
211475980,193,23,cargo
219006732,14,3,sailing
241317000,225,32,cargo
211335760,294,32,cargo
244391322,13,4,sailing
211384030,10,4,sailing
314704000,89,13,cargo
244690677,73,8,cargo
244660111,110,12,tanker
244660703,67,8,tanker
244690746,42,5,other
244860756,11,3,sailing
636021364,328,48,cargo
244700691,86,10,cargo
477117800,177,30,tanker
245732000,151,26,cargo
244650806,110,11,cargo
244660158,110,12,tanker
244994000,108,17,tanker
205875530,11,3,other
244700244,86,8,cargo
212723000,121,18,cargo
244100751,13,4,other
211770970,85,10,tanker
314635000,88,13,cargo
244830813,58,15,other
266129000,144,22,tanker
563034800,330,48,cargo
255805980,88,12,other
244690603,80,8,cargo
244210959,12,3,sailing
311000277,229,42,tanker
244670878,80,10,cargo
304225000,88,13,other
244020591,11,4,other
244740663,55,8,other
211857550,15,4,sailing
211316290,17,5,other
244035772,85,12,tanker
305094000,82,11,cargo
636018764,228,38,tanker
244730881,15,4,sailing
226002010,62,5,other
636021035,368,51,cargo
218836000,81,11,cargo
244730371,19,5,other
244780250,12,4,sailing
310800000,293,46,tanker
205210190,39,5,cargo
319151100,249,44,tanker
257066860,90,14,cargo
538009905,330,60,tanker
255924000,85,13,cargo
565961000,154,26,tanker
244790786,13,4,sailing
548942000,179,27,tanker
538009158,292,45,cargo
244700206,135,12,cargo
372493000,127,20,tanker
266471000,124,18,tanker
244139133,185,10,cargo
233789000,33,4,sailing
636014709,225,32,cargo
244110953,30,6,other
244002293,135,18,other
244124219,20,6,other
244070749,13,4,sailing
244012000,40,9,other
244010131,172,17.5,cargo
244020250,8,2,other
235079451,87,20,cargo
538002622,228,32,tanker
244913000,36,12,other
636020388,139,22,cargo
244000121,11,4,sailing
209247000,153,24,cargo
244700352,110,12,cargo
215990000,250,44,tanker
244020684,110,12,other
244620704,135,12,cargo
244670209,135,11,tanker
244376695,0,0,other
244780849,110,11,cargo
211318730,24,6,other
244558635,110,12,tanker
244710335,85,10,cargo
636014503,275,50,tanker
245888000,42,7,other
477524700,368,51,cargo
244790536,10,3,other
244070471,12,4,sailing
244190193,10,4,sailing
211393340,11,4,sailing
257003000,277,46,tanker
244615748,39,5,other
245529000,83,13,cargo
244020057,13,4,sailing
228335900,334,43,cargo
241372000,184,28,tanker
211498500,80,9,other
244670924,11,4,other
255806438,88,13,cargo
205538390,135,16,tanker
235029527,14,4,other
244770631,54,15,other
219028856,0,0,other
258767000,170,26,tanker
538008198,251,43,tanker
257358000,183,32,tanker
211166500,11,4,sailing
241724000,333,60,tanker
244730899,110,12,cargo
244870167,10,4,other
244180255,10,4,other
244810191,22,6,other
538006310,95,16,tanker
244731569,63,8,other
244140389,90,11,cargo
210852000,90,14,cargo
255806490,300,48,cargo
244002320,15,4,other
257861000,250,44,tanker
255806121,223,30,cargo
244750707,11,4,other
255805701,166,27,cargo
244650016,110,12,cargo
256632000,90,15,cargo
244927534,10,3,other
230698000,95,13,cargo
244670396,85,9,cargo
244020449,110,11.5,cargo
636018751,250,44,tanker
225371000,89,14,cargo
244181198,11,4,other
305443000,91,14,cargo
219018271,399,60,cargo
236522000,149,24,tanker
244090224,108,17,tanker
538004188,170,26,tanker
244660809,80,10,other
244650978,92,11,other
244140910,0,0,other
244820063,13,2,other
538009443,244,42,tanker
205424690,135,11,cargo
244690521,110,12,tanker
244192405,0,0,other
244009995,111,11,tanker
244700850,86,8,other
354532000,177,29,cargo
566255000,184,27,tanker
250001723,137,21,cargo
314420000,113,16,cargo
244210716,13,4,sailing
205342310,9,3,sailing
248941000,144,22,tanker
244650579,105,11,cargo
244650467,135,15,cargo
244060461,10,3,sailing
257670000,123,16,cargo
244830285,13,4,other
538007620,293,46,tanker
244620670,110,12,cargo
244030861,85,10,other
244833000,24,6,other
636021316,134,22,cargo
244690302,108,18,other
205715500,14,4,other
354283000,159,27,tanker
244850046,0,0,other
305794000,113,20,tanker
219027989,39,11,cargo
246630000,122,16,cargo
477547200,183,32,tanker
205312590,80,9,cargo
266120000,144,22,tanker
211527490,14,4,sailing
538003481,146,24,tanker
352530000,148,24,tanker
211840920,110,12,other
212360000,95,16,cargo
538005600,199,35,cargo
431151000,292,45,cargo
244670274,100,11,tanker
244020925,14,7,other
230336000,137,22,cargo
244710188,85,10,cargo
372798000,229,32,cargo
244620677,135,12,cargo
211179370,110,11,cargo
305036000,133,16,cargo
244870431,23,6,other
244670475,145.5,17.5,cargo
256217000,400,59,cargo
636091381,264,32,cargo
244182131,135,18,tanker
244710871,67,9,other
245334000,83,12,cargo
244180476,10,3,other
477986400,230,38,cargo
244780543,80,10,cargo
319445000,176,30.5,tanker
211498120,110,23,other
246658000,23,6,other
211591470,85,10,tanker
211283570,12,7,other
244615188,20,10,cargo
244153006,13,4,sailing
244690982,190,11,cargo
538009653,183,33,tanker
244070757,11,4,sailing
219024936,14,4,sailing
244125522,9,3,sailing
246061000,90,14,cargo
244780423,15,4,sailing
246484000,112,13,cargo
229880000,183,28,tanker
215825000,103,16,tanker
244678415,86,9,tanker
210048000,110,18,tanker
244138436,85,10,cargo
256721000,243,42,tanker
636016999,294,32,cargo
244050246,11,3,sailing
244660377,64,8,tanker
309467000,90,12,cargo
566976000,141,25,tanker
261000620,30,8,other
211188510,5,5,other
211749240,110,12,other
245407000,88,13,cargo
219020868,14,2,sailing
244890553,10,3,sailing
477634900,210,30,cargo
269057456,110,12,other
219095000,333,48,cargo
244202125,12,4,other
255805954,134,23,cargo
205245870,11,3,sailing
244060119,12,4,sailing
205287870,8,2,other
244700597,100,10,cargo
305612000,89,13,cargo
636019136,140,21,tanker
244140775,9,4,sailing
563483000,186,32,tanker
244094149,12,4,other
211513650,80,9,cargo
244670733,86,12,tanker
259733000,199,42,cargo
538006200,274,48,tanker
219596000,196,33,cargo
258622000,101,17,cargo
244670190,110,12,tanker
538009057,180,30,cargo
538005389,256,43,tanker
205689000,82.5,12.5,cargo
636018739,231,32,cargo
215900000,96,14,tanker
205336190,50,7,cargo
636016428,14,5,other
235009410,228,32,tanker
215063000,184,28,tanker
566014000,225,32,cargo
244630120,12,4,sailing
205637130,12,4,sailing
218816000,134,22,cargo
244180697,10,4,other
564100000,183,32,tanker
319251600,19,5,other
477108700,225,32,cargo
244690685,172,10,cargo
368160000,184,26,cargo
246489000,23,6,other
244090287,0,0,sailing
255805882,107,18,cargo
244002049,11,4,other
240565000,249,44,tanker
257077520,113,15,cargo
244050970,12,4,other
477712800,400,59,cargo
244153565,11,4,other
244170202,61,9,other
636018347,199,38,cargo
244630192,135,18,cargo
247356400,90,19,other
244770946,23,6,other
244790015,11,4,sailing
244790092,10,3,sailing
538010155,225,32,cargo
244139664,4,2,other
538007598,274,48,tanker
244090155,12,3,sailing
244710712,50,5,cargo
244662000,90,14,cargo
209608000,90,14,cargo
246586000,24,6,other
371964000,200,32,cargo
231099000,74,12,cargo
29888807,67,8,cargo
244750104,67,8,cargo
244660067,135,15,tanker
244650895,85,10,other
235050287,11,3,sailing
244140137,15,4,other
205465000,87,12,cargo
244710149,110,11,cargo
352480000,147,25,tanker
265012930,9,3,sailing
244030243,12,4,other
244001900,13,4,other
565183000,125,20,tanker
563377000,368,51,cargo
244690112,56,7,cargo
205982130,10,4,sailing
374281000,0,0,cargo
244700592,85,9,cargo
211702880,11,4,sailing
205404390,110,12,other
244630729,108,18,cargo
244140461,10,3,other
477655200,334,43,cargo
244860574,12,4,sailing
244020571,0,0,other
210382000,88,14,cargo
255806230,107,16,tanker
256802000,134,21,tanker
309701000,88,14,cargo
269057358,135,15,cargo
244002989,11,3,sailing
244100374,11,4,other
538008578,180,30,cargo
565842000,120,20,tanker
566245000,228,32,tanker
248256000,189,32,cargo
244730080,14,5,other
244022503,110,12,cargo
244615682,136,12,cargo
256154000,134,20,tanker
244022914,12,4,sailing
244660583,135,14,cargo
244740744,183,12,cargo
636018580,180,30,cargo
538005902,183,32,tanker
636092996,80,12,cargo
244180050,11,4,other
311014800,88,12,cargo
249671000,196,26,cargo
372512000,338,45,cargo
636016292,182,32,tanker
244011624,110,12,other
636020533,158,25,cargo
304011026,89,12,cargo
538002089,228,32,tanker
353155000,366,51,cargo
211509820,11,4,other
538005786,184,27,tanker
246362000,82,11,cargo
244078721,81,10,other
205259190,110,14,tanker
244016855,0,0,other
205501090,172,12,cargo
305015000,86,12,cargo
210437000,55,11,other
305819000,89,12,cargo
244002437,9,2,other
244670709,86,9,cargo
249549000,246,42,tanker
244700365,85,11,cargo
231790000,114,16,cargo
211486360,105,10,other
244650960,135,17,other
245322000,16,4,other
210210000,186,35,cargo
211174130,11,4,other
215540000,118,15,cargo
244573121,15,4,other
244670264,105,12,cargo
244000321,7,2,other
244650661,25,4,other
311000666,294,48,tanker
205380290,104,11,cargo
636020304,292,45,cargo
244210931,9,4,sailing
244890260,11,4,sailing
244150949,110,12,tanker
636019990,183,32,tanker
235083501,100,16,tanker
636019387,249,44,tanker
244391275,11,3,other
244090531,12,4,sailing
244630574,11,4,other
211551970,10,4,sailing
244095323,0,0,other
211549500,95,12,tanker
244090498,12,4,sailing
246106000,24,8,other
244870787,13,5,other
230350000,120,18,cargo
244700635,63,6,cargo
249399000,90,15,cargo
636018087,120,33,tanker
477427500,366,51,cargo
244700566,85,8,cargo
244650446,70,7,cargo
352001617,200,36,cargo
211390070,13,4,sailing
211553110,85.5,10,tanker
244199315,9,3,other
244810390,10,3,other
238619140,40,8,other
319254100,36,7,other
538007476,400,59,cargo
304470000,88,12,cargo
253242471,0,0,cargo
352001616,243,42,tanker
419001709,146,21,tanker
245633000,23,5,other
563108300,47,14,other
244030117,22,6,other
232010294,183,32,tanker
244016000,35,12,other
257375000,182,32,tanker
244670946,39,5,cargo
244650711,110,12,tanker
255806016,134,22,cargo
220624000,127,19,tanker
245345000,24,6,other
244740681,110,17,tanker
244181835,14,4,other
244650201,12,4,sailing
211488640,135,12,other
211531580,0,0,sailing
244870287,102,19,cargo
211182230,105,11,cargo
244730153,24,11,cargo
219000949,67,27,other
212008000,151,22,cargo
205228410,11,4,other
636018488,143,22,cargo
245348000,22,5,other
311000766,228,42,tanker
244153540,15,5,sailing
244670063,135,13,other
636093146,335,42,cargo
244670355,110,12,other
248359000,105,17,tanker
244078754,96,22,cargo
209734000,82,12,cargo
235087256,100,17,tanker
275334000,65,10,cargo
244750353,65,8,cargo
235007990,91,14,cargo
244670378,135,11,cargo
636019662,289,45,cargo
305284000,116,16,cargo
244620654,110,12,tanker
244660627,135,20,tanker
211136220,15,4,sailing
211188070,16,4,sailing
244660037,135,14,cargo
255805572,255,37,cargo
211115750,13,4,sailing
538004739,190,32,cargo
257385000,104,15,cargo
244710812,19,5,other
246065000,43,11,other
269057643,110,15,tanker
356832000,169,26,cargo
235021094,10,4,sailing
244740295,10,3,other
205420110,13,4,sailing
477607200,241,42,tanker
211531330,11,4,other
247079700,100,17,tanker
236629000,99,18,tanker
244060614,13,4,sailing
244670673,110,12,other
253242448,108,13,tanker
244260341,11,4,other
205927030,12,4,sailing
352001284,225,32,cargo
244820115,11,4,other
244108000,24,6,other
244030634,19,6,other
477340500,300,50,cargo
244730125,10,4,other
205298590,58,7,cargo
205412690,135,12,cargo
664445000,189,32,tanker
244058148,10,4,sailing
253242272,125,12,tanker
244060640,12,3,sailing
111232519,0,0,other
305810000,88,13,cargo
244010898,55,6,tanker
244670248,10,3,sailing
244770023,8,3,other
414346000,261,32,cargo
244841000,10,3,other
477764600,366,48,other
538010127,183,32,tanker
319090700,147,24,tanker
244750367,22,6,other
211393430,19,4,sailing
305170000,80,12,cargo
538008718,333,60,tanker
244690222,22,4,other
244780254,24,5,other
636019291,228,32,cargo
372038000,336,46,other
244670591,110,13,other
314603000,88,12,cargo
270547000,67,8,other
244870455,80,10,cargo
244620992,55,7,other
244724644,8,4,other
538006166,183,32,tanker
244670384,62,7,other
538007961,250,44,tanker
304354000,90,13,cargo
244090785,12,4,sailing
538006602,190,32,cargo
211252170,0,0,sailing
374839000,229,32,cargo
209968000,82,12,cargo
244670353,86,10,cargo
538010392,178,29,cargo
538008521,126,20,tanker
477043200,300,48,cargo
229199000,186,28,cargo
277344000,89,12,cargo
245959000,119,14,cargo
244850527,9,3,sailing
244770553,10,4,other
244060111,12,4,sailing
246877000,23,9,other
244615519,9,2,sailing
538003050,190,32,cargo
244630581,55,8,cargo
277399000,163,21,cargo
353815000,250,44,tanker
244670515,185,23,cargo
244710024,85,9,other
305541000,114,14,cargo
244700842,86,12,other
219028590,17,5,sailing
440092000,141,24,tanker
538004168,229,32,tanker
305693000,90,12,cargo
253242356,110,12,other
244005997,11,4,other
636021351,229,32,cargo
255806123,130,21,cargo
314550000,88,13,cargo
244900072,110,12,other
244700031,172,12,cargo
244020806,13,4,sailing
511100833,118,18,cargo
244740863,86,11,cargo
538004640,228,32,tanker
636020198,259,32,cargo
265831590,0,0,other
238265000,195,32,tanker
244620839,135,14,cargo
244900096,12,4,other
244660797,110,12,other
538006106,237,40,cargo
244005802,100,10,cargo
244000863,15,5,other
538006764,183,32,tanker
244660586,70,6,other
255805688,180,32,cargo
227476040,16,5,other
257896000,275,46,tanker
218492000,90,13,cargo
245554000,145,27,cargo
244780850,183,12,other
244060226,0,0,other
211253890,110,13,tanker
220603000,183,32,tanker
205224690,135,12,cargo
205802630,11,4,other
636014926,190,32,cargo
245239000,90,15,other
244620624,11,4,other
205341390,110,9,other
219019852,27,8,other
246770000,142,19,cargo
244780864,25,5,other
244136452,10,4,other
244090256,17,5,sailing
636019200,147,24,tanker
211815000,19,6,other
244790604,80,10,tanker
244700131,135,12,tanker
244030575,57,7,cargo
538008336,183,33,tanker
244740886,60,5,cargo
209710000,90,14,cargo
373649000,335,46,cargo
244690170,12,4,sailing
211518200,86,10,tanker
244860535,28,9,other
244690947,12,4,other
311213000,196,30,other
563133400,260,32,cargo
477153100,229,32,cargo
219029774,8,4,other
314220000,88,13,cargo
244124111,12,4,sailing
244060786,9,3,other
244136747,110,12,tanker
232043290,24,6,other
244210829,16,4,sailing
538003291,146,24,tanker
636021346,274,50,tanker
244710376,60,7,cargo
373026000,142,22,tanker
244087131,10,3,other
538005560,128,21,tanker
229545000,138,23,tanker
226002160,73,8,cargo
246127000,122,17,cargo
305164000,160,24,other
304330000,144,24,cargo
563417000,189,30,cargo
371861000,333,38,other
636016068,292,45,cargo
248080000,108,16,tanker
244810574,9,3,other
352001124,180,28,tanker
244770344,15,5,sailing
244670502,110,10,cargo
244710090,27,5,other
244820542,10,3,sailing
244615684,11,4,sailing
256691000,120,20,tanker
211680450,10,4,other
205548590,135,12,cargo
244890516,0,0,other
211844790,15,4,sailing
211138280,0,0,sailing
244026000,26,5,other
211609130,10,4,sailing
244170464,13,4,other
244870430,115,19,tanker
563026200,250,44,tanker
212580000,99,16,cargo
244670638,110,12,other
228394600,400,62,cargo
255805994,90,15,cargo
205311990,82,10,other
229596000,152,24,cargo
244710392,100,9,cargo
538009505,189,32,tanker
538009125,299,45,cargo
538004727,292,45,cargo
244730388,15,4,other
244400591,109,12,cargo
538005422,228,32,tanker
247302900,253,38,other
244026043,12,4,sailing
244660434,43,7,cargo
305305000,146,18,cargo
244860053,0,0,sailing
244180717,11,4,sailing
477266900,334,43,cargo
636017360,224,31,cargo
245496000,96,18,other
211440870,100,10,cargo
258715000,89,13,tanker
205574330,10,4,sailing
244100322,15,4,sailing
232020585,14,3,sailing
477307700,333,60,tanker
235008476,12,4,other
477637700,292,45,cargo
244700942,90,10,cargo
636014974,174,28,tanker
244150430,145,18,cargo
566506000,180,28,tanker
246529000,23,5,sailing
244326000,25,8,other
244020703,10,3,sailing
538008270,183,32,tanker
244670400,86,9,cargo
235066845,12,4,sailing
563162800,250,44,tanker
246488000,12,4,other
253796000,36,10,other
563025600,338,46,cargo
257405000,183,32,tanker
244850115,16.5,4,other
244750594,85,8,other
538009128,225,32,cargo
211609630,12,4,other
511100427,28,8,other
244670043,110,12,cargo
244660331,110,10,other
265515820,17,5,other
211511460,110,11,tanker
235015971,10,3,sailing
538007771,275,48,tanker
538006745,183,32,tanker
304416000,133,19,cargo
244670999,27,7,other
636093015,88,11,cargo
356195000,147,25,tanker
304633000,88,13,cargo
244137446,15,5,other
246150000,22,6,other
244850116,88,14,cargo
205435190,110,14,tanker
257224000,170,24,tanker
244700647,15,4,sailing
244391039,14,4,sailing
261018120,14,4,sailing
257060500,32,9,other
244022784,15,4,other
211499220,105,11,cargo
244124317,87,12,tanker
244620874,110,11,tanker
244314752,11,4,sailing
241759000,183,32,tanker
244650760,135,10,cargo
